,Başlık,İçerik,Kategori
99,Çin'de hedef 2030'a dek Ay'a ayak basmak,"Çin, 2030 yılına dek Ay'a insanlı sefer düzenleyerek ayak basmayı hedeflediğini açıkladı.",Uzay
100,Çin ilk kez bir sivil taykonotu uzaya yollayacak,"Çin, Dünya yörüngesinde kurduğu Tiengong (gök sarayı) Uzay İstasyonu'na düzenleyeceği yeni seferde ilk kez sivil bir taykonotu uzaya gönderecek.",Uzay
101,Uranüs'ün kuzey kutbunda dönen bir siklonu ilk kez görüntülendi,"ABD Havacılık ve Uzay Ajansı bilim insanları, ilk defa New Mexico'da bulunan Çok Büyük Dizi Teleskobu'nu kullanarak Uranüs'ün kuzey kutbunda büyük bir siklon olduğu değerlendirilen bir atmosfer olayını tespit etti.",Uzay
102,Volkanlarla kaplı olduğu düşünülen ötegezegen keşfedildi,"Astronomlar, Dünya büyüklüğünde ve volkanlarla kaplı olduğu düşünülen bir ötegezegen tespit etti.",Uzay
103,"Webb Uzay Teleskobu, Güneş Sistemi Asteroit Kuşağı'nda ilk defa su tespit etti",James Webb Uzay Teleskobu (JWST) Güneş Sistemi ana Asteroid Kuşağı'nda bulunan ve Dünya okyanuslarının kaynağı olabileceği değerlendirilen ilk su keşfini yaptı.,Uzay
104,Gelmiş geçmiş en büyük kozmik patlama saptandı,"Astronomlar, şu ana kadar kaydedilen en büyük süpernovanın 10 katı parlak kozmik bir patlama tespit etti.",Uzay
105,Uzayda dev patlama: Güneş'in 100 katı enerji çıkardı,"'Güneş sisteminin 100 katı büyüklüğünde' olduğu tahmin edilen ateş topunun, süper kütleli karadeliğe emilen gazdan kaynaklandığı düşünülüyor.",Uzay
106,Japonya’da gökyüzünde meteor benzeri gizemli ışıklar görüldü,Japonya’nın Okinawa eyaletinde gökyüzünde meteoru andıran gizemli ışıklar görüldü,Uzay
107,Uzay raporu: Mars'a giden astronot ekibinin tamamı kadın olmalı,Hakemli bilimsel dergi Scientific Reports'ta yayımlanan araştırmaya göre Mars'a gidecek ilk mürettebatın tamamen kadınlardan oluşabileceği bekleniyor. Bunun nedeni kadınların daha az kaynak kullanması ve sağlıklı bir şekilde geri dönme olasılığının daha erkeklere göre yüksek olması.,Uzay
108,Çin'in uzay aracı kanıt buldu: Mars'a kar yağmış,"Çin'in Kızıl Gezegen'deki uzay aracı Zhurong'un verilerini inceleyen bilim insanları, Mars'ın düşük enlemlerinde yaşanabilir ortamlara işaret eden sıvı su kanıtları buldu.",Uzay
109,Hubble'dan gözalıcı fotoğraf: Yıldız oluşum bölgesi görüntülendi,"Hubble Uzay Teleskobu'nun fırlatılışının 33. yıldönümü yıldız oluşum bölgesi fotoğrafıyla kutlandı. NASA, NGC 1333'ün gözalıcı fotoğrafını uzay hayranlarıyla paylaştı.",Uzay
110,Ay'da yaşam için büyük adım: Topraktan oksijen üretimi,"ABD uzay ajansı NASA'daki bilim insanları, Ay toprağından nasıl oksijen çıkarılacağını keşfetti. Bu gelişme uyduda insan üsleri inşa etme planlarını ciddi ölçüde ilerletebilir.",Uzay
111,Mars keşif aracı uzayda kayboldu,"Çin’in Mars keşif aracı uzayda kayboldu. Yetkililer, uzay aracının aşırı toz sebebiyle kaybolduğu ihtimali üzerinde duruyor.",Uzay
112,Uzayda bir ilk daha: Kara deliğin kenarından fırlayan jet ilk kez görüntülendi,"Gökbilimciler, bir kara deliğin olay ufkunun kenarından galaksiler arası uzaya fırlatılan güçlü bir jeti gösteren ilk görüntüyü yakaladılar. Kara deliğin uzaya saçtığı partiküllerden oluşan jet, güneşten 6,5 milyar kat daha büyük bir kara deliğe ait.",Uzay
113,"Çin, Ay'da uluslararası araştırma istasyonu kurmak için 3 aşamalı plan açıkladı","Çin, Ay'da uluslararası araştırma istasyonu kurmaya yönelik 3 aşamalı plan izleyeceğini bildirdi.",Uzay
114,"Uzay aracı InSight, Mars’ta sismik dalgaları ilk kez saptadı","NASA’nın Mars’a sismik araştırma için gönderdiği InSight uzay aracının, kızıl gezegendeki sismik dalgaları ilk kez saptadığı belirtildi.",Uzay
115,Starship’in fırlatma girişimi patlamayla sonuçlandı,SpaceX'in uzay keşif umutlarının merkezinde yer alan yeni dev roketi Starship’in ikinci fırlatma girişimi patlamayla sonuçlandı.,Uzay
116,ABD duyurdu: NASA uydusu Dünya'ya düşebilir,ABD Ulusal Havacılık ve Uzay Ajansı'na (NASA) ait hizmet dışı kalan bir uydunun Dünya'ya düşebileceği duyuruldu.,Uzay
117,700 milyon ışık yılı uzakta iki galaksi çarpıştı,700 milyon ışık yılı uzakta iki galaksinin çarpışması NASA tarafından gözlemlendi.,Uzay
118,"Beş uçuş için üretilen Mars helikopteri, 50. kez uçtu","NASA'nın Ingenuity Mars Helikopteri, yalnızca beş kez uçmak üzere tasarlandı, ancak geçen hafta bu küçük rotorlu araç, Kızıl Gezegen'in ince atmosferinde 50. uçuşunu gerçekleştirebildi. Şimdi sırada Julian Dağı'na yapacağı 51. uçuş var.",Uzay
119,Hibrit Güneş tutulması için geri sayım başladı,"20 Nisan 2023 Perşembe günü, güney yarımkürede Ay, Güneş'i yaklaşık 76 saniye boyunca tamamen engelleyerek tam bir güneş tutulmasını izleme fırsatı yaratacak.",Uzay
120,"Bilim insanları, Dünya'ya benzeyen ötegezegenlerin sanıldığından fazla olduğunu düşünüyor","ABD'li bilim insanlarına göre, Dünya'ya benzeyen ötegezegenler sanıldığı kadar nadir olmayabilir.",Uzay
121,"Çin, ""Fıngyün-3 07"" meteoroloji uydusunu fırlattı","Çin, ""Fıngyün"" uydu ağının parçasını oluşturacak meteoroloji uydusunu uzaya gönderdi.",Uzay
122,NASA'nın uzay domatesleri Dünya'ya geliyor,NASA'nın astronotlara taze gıda üretmeye yönelik başarılı bir araştırmayı sonuçlandırmasıyla uzayda yetiştirilen domatesler bu hafta sonu Dünya'ya geri dönecek.,Uzay
123,Şimdiye kadar görülen ilk kara deliğin geliştirilmiş yeni görüntüsü yayınlandı,"Bilim insanları, şimdiye kadar görülen ilk kara deliğin önemli ölçüde geliştirilmiş bir versiyonunu yayınladı.",Uzay
124,"James Webb Uzay Teleskobu genç süpernovanın içindeki ""yeşil canavarı"" görüntüledi","James Webb Uzay Teleskobu, süpernovanın gözlemlenebilen kalıntılarında daha önce görülmemiş renkli ayrıntılar yakaladı. Görüntünün süpernova patlamasıyla yok olan ve ışığı Dünya'ya ilk kez 340 yıl önce ulaşan yıldızdan geriye kalan ""Cassiopeia A"" adlı gaz ve toz bulutuna ait olduğu açıklandı.",Uzay
125,Jüpiter'in sırlarını çözecek 8 yıllık yolculuk başlıyor,"Avrupa Uzay Ajansı (ESA), kuruluşun şimdiye kadarki en iddialı görevlerinden biri olarak, Jüpiter gezegenine bir uydu fırlatmaya hazırlanıyor.",Uzay
126,"Japon ""Ispace""in uzay aracının nisan sonu Ay'a varması bekleniyor",Japonya merkezli Ispace Inc. şirketi tarafından üretilen uzay aracının 26 Nisan'da Ay'a varabileceği açıklandı.,Uzay
127,NASA Mars görevi için simülasyon ortamı hazırlıyor,"Amerikan Havacılık ve Uzay Ajansı NASA 2030'da Mars'a insanlı yolculuğa hazırlanıyor. Görev için öncelikle Mars'taki yaşamın 3 boyutlu simülasyonu tasarlandı. 4 kişilik mürettebat hazırlanan simülasyon ortamında, 1 yıl boyunca Mars görevini deneyimleyecek.",Uzay
128,"Yörüngedeki uzay çöpleri, uydular ve uzay araçları için tehlike oluşturuyor","İnsanlar, uzayı keşfetmeye başladığından bu yana uzayda kirlilik de oluşturuyor. Binlerce kullanılmayan uydu ve fırlatılan roketlerden arta kalan parçalar, Dünya yörüngesinde uydular ve uzay araçları için çarpışma riskini oluşturuyor.",Uzay
129,20 milyon güneş ağırlığında 'görünmez canavar' denilen yeni bir kara delik bulundu,"NASA, galaksiler arası uzayda çok hızlı şekilde hareket eden “görünmez bir canavar” diye nitelediği yeni bir kara delik keşfedildiğini duyurdu.",Uzay
130,SpaceX yörüngeye iletişim uydusu gönderdi,"ABD'li uzay taşımacılığı şirketi SpaceX'e ait Falcon-9 roketi, IS-40 adlı görev çerçevesinde yörüngeye iletişim uydusu göndermek üzere başarılı bir şekilde fırlatıldı.",Uzay
131,"James Webb, Uranüs'ün şimdiye kadarki en ayrıntılı görüntüsünü yakaladı","James Webb Uzay Teleskobu'nun Uranüs gezegeninin yakınlaştırılmış görüntüsü, 6 Şubat 2023'te 12 dakikalık kısa bir pozla yakalandı.",Uzay
132,James Webb'ten yeni rekor: En uzak gökadalar keşfedildi,"James Webb Uzay Teleskobu şimdiye kadar keşfedilen en uzak dört gökadayı gözlemledi; bunlardan biri, Büyük Patlama'dan sadece 320 milyon yıl sonra, Evren henüz emekleme dönemindeyken oluştu.",Uzay
133,Dünya boyutunda bir dış gezegende tekarlanan radyo sinyalleri tespit edildi,"Gökbilimciler, her ikisi de Dünya'dan 12 ışıkyılı uzaklıkta bulunan bir ötegezegenden ve onun yörüngesinde döndüğü yıldızdan tekrar eden bir radyo sinyali tespit ettiler.",Uzay
134,X sınıfı Güneş fırtınası Dünya'yı vurdu: İletişim bir saat kesildi,Güneş'te meydana gelen yeni bir patlama radyasyon dalgasının Dünya'yı vurmasına neden oldu ve bazı bölgelerde radyo iletişimini aksattı.,Uzay
135,"NASA, 2028'de başlatılması planlanan Venüs misyonunu 2031'e erteledi","Amerikan Havacılık ve Uzay Ajansı (NASA), Venüs keşif misyonunu, bütçe kesintisi nedeniyle 2028'den 2031'e tehir etti.",Uzay
136,Güneş'ten 30 milyar kat büyük kara delik keşfedildi,"Gök bilimciler, yeni bir teknik kullanarak evrenin bugüne kadarki en büyük kara deliklerinden birini buldu.",Uzay
137,"Göktaşının çarptığı Soyuz MS-22 uzay aracı, Dünya’ya geri döndü","Geçtiğimiz sene göktaşı çarpması sonucu hasar alan Rusya’ya ait Soyuz MS-22 uzay aracı, Uluslararası Uzay İstasyonu'ndan (ISS) ayrılarak mürettebatsız şekilde Dünya’ya geri döndü.",Uzay
138,Ay yüzeyinde küçük cam kürelerde hapsolmuş trilyonlarca kilogram su var,Ay yüzeyinden alınan toprak örneklerinde çok küçük cam küreler içine hapsolmuş çok miktarda su bulunduğu tespit edildi.,Uzay
139,Beş gezegen gökyüzünde Ay ile aynı hizada,"Merkür, Jüpiter, Venüs, Uranüs, Mars ve Ay, dün akşam gökyüzünde bir yay çizerek hizalandı ve bir kısmı çıplak gözle görülebildi. Gezegen hizalanması Dünya'dan tespit etmesi en zor gezegenlerden biri olan Uranüs'ü de içermesi nedeniyle oldukça sıra dışı kabul ediliyor.",Uzay
140,'Şehir katili' asteroit bu hafta sonu Dünya ile Ay arasından geçecek,"Bir şehri yok edecek kadar büyük bir asteroit, bu hafta sonu Dünya ile Ay'ın yörüngesi arasından zararsız bir şekilde geçecek ve uzay meraklılarına nesneyi yakından inceleme şansı verecek.",Uzay
141,Dünya'ya yakın asteroit örneklerinde organik moleküller tespit edildi,Japonya'nın Hayabusa2 misyonu tarafından Dünya'ya yakın asteroit Ryugu'dan toplanan örneklerde organik moleküller tespit edildi.,Uzay
142,Astronomlar Venüs'te aktif bir yanardağ tespit etti,"1990'ların başında NASA'nın Magellan uzay aracı Venüs'ten veri toplayarak gezegenin yüzeyinde volkanların hala var olduğunu kanıtladı. Şimdi, bu verilere yeni bir bakış, Venüs'te en az bir aktif volkan olduğunu ortaya koydu.",Uzay
143,"Rolls-Royce, Ay için nükleer reaktör inşa edecek","İngiliz lüks otomobil üreticisi Rolls-Royce, Birleşik Krallık hükümetinden Ay üssü için bir nükleer reaktör inşa etme onayını aldı.",Uzay
144,ABD'den görülen ışık çizgileri ilgi çekti,ABD'nin California eyaletinden görüntülenen ve yanan uzay enkazı olduğu değerlendirilen ışık çizgileri dikkat çekti.,Uzay
145,Mars'ta inşaat için kozmik beton geliştirildi: Astronotlar gözyaşlarıyla ev yapabilecek,"Bilim insanları Ay ve Mars'ta yaşam alanları inşa etmede kullanılabileceğini söyledikleri, dünya dışı tozdan yeni bir tür ""kozmik beton"" icat etti. Astronot gözyaşları, patates cipsi ve Mars toprağı bir araya getirilerek oluşturulabilecek ""StarCrete"", sıradan betondan iki kat daha güçlü.",Uzay
146,Mars'ta antik bir buzulun kalıntıları görüntülendi,"Mars ekvatorunun yakınında bir buzulun kalıntıları bulundu, bu da kızıl gezegende insanların bir gün karaya çıkabileceği bir bölgede su buzulu olabileceği ihtimalini güçlendirdi.",Uzay
147,"NASA ""Ay'a dönüş"" görevinin uzay giysisini tanıttı","ABD Ulusal Havacılık ve Uzay Dairesi, Artemis 3 görevi için kullanılacak uzay giysisini tanıttı.",Uzay
148,"Webb teleskobu, ölümün eşiğindeki bir yıldıza ait fotoğrafı paylaştı",James Webb Uzay Teleskobu ölümün eşiğindeki bir yıldızın fotoğrafını çekti.,Uzay
149,NASA'nın yeni keşfettiği göktaşı Sevgililer Günü'nde Dünya'ya çarpabilir,"NASA'nın Gezegen Savunma Koordinasyon Ofisi, 14 Şubat 2046'da Dünya'ya çarpma ihtimali olan bir göktaşı keşfetti.",Uzay
