,Başlık,İçerik,Kategori
112,Türkiye Kupası'nda çeyrek final programı belli oldu,"Ziraat Türkiye Kupası çeyrek final müsabakalarının programı belli oldu. Bu turda müsabakalar 27, 28 ve 29 Şubat tarihlerinde oynanacak.",Spor
113,Galatasaray ve Fenerbahçe ürün satış gelirinde ilk 20'de,"UEFA, Galatasaray ve Fenerbahçe'nin ürün satış gelirinde, Avrupa'da ilk 20 takım arasında yer aldığını duyurdu.",Spor
114,Fenerbahçe en fazla ticari gelir üreten 18. takım oldu,"UEFA, Fenerbahçe'nin Avrupa'da 2023 yılında en fazla ticari gelir elde eden ilk 20 takım arasında yer aldığını duyurdu.",Spor
115,"Gençlerbirliği'nden ""Eryaman Stadı"" tepkisi","Trendyol 1. Lig ekiplerinden Gençlerbirliği'nin teknik direktörü Sinan Kaloğlu, Eryaman Stadı'nın zemini konusunda kendisi üzerinden manipülasyon yapıldığını ileri sürerek, ""Zemin ortada. Umarım bu 8-9 günde iyi bir bakım yapmışlardır ve sağlıklı şekilde maç oynanır."" dedi.",Spor
116,Fenerbahçe'de Kent ve Peres'in lisansı çıkarılmadı,"Fenerbahçe Kulübü, sezonun ikinci yarısı için Ryan Kent ve Luan Peres'in lisansını çıkarmadı.",Spor
117,Şeref Eroğlu: Türk güreşinin geleceğini planlıyoruz,"Türkiye Güreş Federasyonu (TGF) Başkanı Şeref Eroğlu, Türk güreşinin yeni şampiyonlar yetiştirmek zorunda olduğunu söyledi.",Spor
118,İspanyol basını göre Mbappe Real Madrid'e gelecek,"İspanyol spor basını, son 7 sezondur formasını giydiği Paris Saint Germain (PSG) takımını 30 Haziran'da bırakacağı iddia edilen Fransız forvet Kylian Mbappe'nin Real Madrid'e transfer olacağını ileri sürdü.",Spor
119,"""Hayatla Barış"" filmi Barış Telli'nin umut veren hikayesini beyaz perdeye taşıdı","Türkiye'de ve dünyada ""Ampute Messi"" olarak tanınan milli sporcu Barış Telli'nin hayatının anlatıldığı ""Hayatla Barış"" filmi 23 Şubat 2024'te vizyona girecek.",Spor
120,Şehit Fethi Sekin'in oğlu Burak Tolunay'ın Galatasaray hayali gerçek oldu,"İzmir Adliyesine yönelik 5 Ocak 2017'de bomba yüklü araç ve uzun namlulu silahlarla gerçekleştirilen terör saldırısında teröristlerle çarpışırken şehit düşen polis memuru Fethi Sekin'in oğlu Burak Tolunay Sekin, futbol hayatına Galatasaray altyapısında devam edecek.",Spor
121,Fenerbahçe Busenaz Sürmeneli'yi kadrosuna kattı,"Fenerbahçe Kulübü, olimpiyat ve dünya şampiyonu milli boksör Busenaz Sürmeneli'yi renklerine bağladı.",Spor
122,Beşiktaş'ta Amir Hadziahmetovic TFF'ye bildirilmedi,Beşiktaş'ta sakatlığı nedeniyle sezonu kapatan Bosna Hersekli futbolcu Amir Hadziahmetovic'in lisansı çıkarılmadı.,Spor
123,Yetiştirme yurdunda büyüdü kurduğu kulüple kendini gençlere adadı,"Muş'ta babasını kaybettikten sonra 4 kardeşiyle yetiştirme yurdunda kalan Ferzende Emre, gençleri kötü alışkanlardan korumak amacıyla 15 yıl önce kurduğu spor kulübünde yüzlerce sporcu yetiştirdi.",Spor
124,"Icardi Avrupa Ligi'nde ""Haftanın Enleri"" için aday gösterildi","Galatasaray'ın UEFA Avrupa Ligi play-off turu ilk maçında Çekya temsilcisi Sparta Prag'ı 3-2 yendiği karşılaşmada 1 gol 2 asistle oynayan sarı-kırmızılı oyuncu Mauro Icardi, ""Haftanın Oyuncusu"" için 4 aday arasında yer aldı.",Spor
125,Kırıkkaleli milli bocceciler yeni madalyalar için ter döküyor,"Kırıkkaleli milli bocceciler Görkem Suluhan, Erdal Kantemir ve Oğuzhan Salar, yeni madalyalar kazanmak için çalışmalarını sürdürüyor.",Spor
126,"""Kelebek"" stilin şampiyon yüzücüsü kulaçlarını milli takıma girmek için atıyor","Tekirdağ'da 8 yaşında başladığı yüzmede 9 Türkiye şampiyonluğu kazanan Galatasaray Kulübü sporcusu Dila Gençay, milli takıma seçilerek uluslararası başarılara imza atmak istiyor.",Spor
127,Milli halterciler gözünü Paris 2024'e çevirdi,"Bulgaristan'da düzenlenen Avrupa Halter Şampiyonası'nda 73 kiloda 2 gümüş madalya kazanan Muhammed Furkan Özbek ile 1 bronz madalya kazanan Yusuf Fehmi Genç, aynı kategoride yarışan iki Türk sporcu olarak hedeflerinin Paris 2024 Olimpiyatları olduğunu söyledi.",Spor
128,Van'ın yarışçı kızları Kenya'da altın madalya için yarışacak,"Van'da yetenekleri keşfedilerek kazandırıldıkları atletizmde çeşitli başarılar elde eden 6 kız atlet, Kenya'da düzenlenecek Dünya Liseler Arası Kros Şampiyonası'nda altın madalya alabilmek için çalışmalarını sürdürüyor.",Spor
129,"Gaziantep FK her maçı ""final"" olarak görüyor","Gaziantep FK Başkanı Memik Yılmaz, Süper Lig'de bundan sonraki her maçı final gibi gördüklerini söyledi.",Spor
130,Milli eskrimci Elif kariyerine Avrupa zaferi eklemek istiyor,"Mersin'de antrenör anne babasını örnek alıp başladığı eskrimde Akdeniz Şampiyonası'nda milli takımla bronz madalya kazanan 17 yaşındaki Elif Yalçın, İtalya'da gerçekleştirilecek Yıldız ve Gençler Avrupa Şampiyonası'nda derece hedefliyor.",Spor
131,Sofuoğlu'nun yeni sezonda öğrencilerine güveni tam,"Türkiye Motosiklet Federasyonu (TMF) Milli Takımlar Kaptanı Kenan Sofuoğlu, yeni sezonda milli motosikletçilerden şampiyonluk bekliyor.",Spor
132,Sakin şehir Köyceğiz kano ve kürek takımlarının tercihi oldu,"Muğla'daki Köyceğiz Gölü, son yıllarda yurt içi ve yurt dışından gelen kano ve kürek takımlarının tercihi oldu.",Spor
133,Galatasaray Avrupa Ligi'ne iyi başladı,"Galatasaray Futbol Takımı, UEFA Avrupa Ligi play-off turu ilk maçında Çekya temsilcisi Sparta Prag'ı 3-2 yenerek iyi bir başlangıç yaptı.",Spor
134,MKE Ankaragücü taraftarıyla bütünleşerek Galatasaray'ı yenmek istiyor,"MKE Ankaragücü Sportif Direktörü Yılmaz Bal, Trendyol Süper Lig'de 18 Şubat Pazar günü Galatasaray'la oynayacakları maçı, ligde 5 karşılaşma sonra tribünde yer alacak taraftarlarının desteğiyle kazanmak istediklerini söyledi.",Spor
135,Okçulukta tüm hazırlıklar Paris 2024'e göre yapılıyor,"Türkiye Okçuluk Federasyonu Başkanı Abdullah Topaloğlu, Tokyo 2020 sonrası beklentilerin arttığını, tüm çalışmaları daha başarılı bir olimpiyat geçirmek için yaptıklarını söyledi.",Spor
136,Güney Kore Milli Takımı'nda Jürgen Klinsmann,Güney Kore Milli Takımı'nda teknik direktör Jürgen Klinsmann ile yollar ayrıldı.,Spor
137,Beşiktaş'ta eksikler azalıyor,"Beşiktaş'ta eksikler azalıyor. Siyah beyazlılarda Rashica, Svensson, Aboubakar ve Salih takımla çalışmalara başladı.",Spor
138,Futbolda haftanın programı,"Futbolda Trendyol Süper Lig'de 26, Trendyol 1. Lig'de de 23. hafta maçları oynanacak.",Spor
139,Serge Aurier'den Galatasaray'a kötü haber,"Galatasaray, milli takımdan sakatlanan yeni transfer Serge Aurier'in arka adale üst sınıfta ikinci derecede zorlanma tespit edildiğini açıkladı.",Spor
140,Filenin Efeleri'nde Cedric Enard dönemi,"Türkiye Voleybol Federasyonu, A Milli Erkek Takımı'nın başantrenörlüğü için Fransız Cedric Enard ile 1+2 olmak üzere 3 yıllık sözleşme imzalandı.",Spor
141,NBA'de heyecan devam ediyor,"Amerikan Basketbol Ligi'nde (NBA) Minnesota Timberwolves, deplasmanda Portland Trail Blazers'ı 128-91 yendi.",Spor
142,Hatayspor Sivasspor ile karşılaşacak,"Atakaş Hatayspor, Trendyol Süper Lig'in 26. haftasında 17 Şubat Cumartesi günü EMS Yapı Sivasspor ile karşılaşacak.",Spor
143,Gaziantep FK'da Dragus gollerine devam etmek istiyor,"Trendyol Süper Lig'de 10 golle gol krallığında 8. sırada bulunan Gaziantep FK'nin Rumen santraforu Denis Dragus, Süper Lig'in kalitesinden bahsederek gollerine devam etmek istediğini söyledi.",Spor
144,Antalyaspor İstanbulspor'u ağırlayacak,"Bitexen Antalyaspor, Trendyol Süper Lig'in 26. haftasında 17 Şubat Cumartesi günü İstanbulspor'u ağırlayacak.",Spor
145,Rizespor Fenerbahçe'yi konuk edecek,"Fenerbahçe, Trendyol Süper Lig'in 26. haftasında 17 Şubat Cumartesi günü Çaykur Rizespor ile deplasmanda karşılaşacak.",Spor
146,PFDK'dan Murat Sancak'a 1 milyon 78 bin liralık ceza,"Türkiye Futbol Federasyonu (TFF) Profesyonel Futbol Disiplin Kurulu (PFDK), Adana Demirspor Kulübü Başkanı Murat Sancak'a 5 ay 12 gün hak mahrumiyetinin yanı sıra toplam 1 milyon 78 bin lira para cezası verdi.",Spor
147,UEFA Konferans Ligi'nde sonuçlar,UEFA Avrupa Konferans Ligi'nde play-off turu ilk maçları oynandı.,Spor
148,Avrupa Ligi'nde gecenin sonuçları,"UEFA Avrupa Ligi'nde play-off maçları oynandı. Galatasaray, Çekya'nın Sparta Prag takımını 3-2 mağlup etti.",Spor
149,Edin Dzeko: Sonuna kadar savaşacağız,"Bosna Hersek Milli Takımı'nın kaptanı Edin Dzeko, Trendyol Süper Lig'deki şampiyonluk yarışı için, ""Şampiyonluk için Galatasaray ile sonuna kadar savaşacağız. Umarım rakibe kıyasla daha az hata yaparız."" ifadesini kullandı.",Spor
150,PFDK verdiği cezaları açıkladı,"Profesyonel Futbol Disiplin Kurulu (PFDK), bugün yaptığı toplantı sonrası kulüplere verdiği cezaları açıkladı.",Spor
151,Milli güreşçiler Buse ve Yasemin Avrupa Şampiyonu oldu,Romanya'da düzenlenen Avrupa Güreş Şampiyonası'nda kadınlar 68 kiloda milli sporcu Buse Tosun Çavuşoğlu ve kadınlar 76 kiloda Yasemin Adar Yiğit altın madalya kazandı.,Spor
152,Beşiktaş'ın 100'üncü yıl özel formaları 4 haftada 50 bin satışa ulaştı,Beşiktaş Kulübünün Cumhuriyet'in 100'üncü yılına özel hazırladığı formalara siyah-beyazlı taraftarlar ilgi gösterdi.,Spor
153,Milli sporcu Evin Demirhan'dan gümüş madalya geldi,"Romanya'da düzenlenen Avrupa Güreş Şampiyonası'nda milli sporcu Evin Demirhan Yavuz, kadınlar 50 kiloda gümüş madalya elde etti.",Spor
154,Milli halterci Aysel Özkan'dan bronz madalya,"Bulgaristan'da düzenlenen Avrupa Halter Şampiyonası'nda kadınlar 64 kiloda Aysel Özkan, koparmada 98 kiloluk kaldırışıyla bronz madalyanın sahibi oldu.",Spor
155,Milli güreşçi Nesin Baş finale yükseldi,Romanya'da düzenlenen Avrupa Güreş Şampiyonası'nda kadınlar 72 kiloda Nesrin Baş finale yükseldi.,Spor
156,Galatasaray Avrupa Ligi’ne galibiyetle başladı,"UEFA Avrupa Ligi play-off turu ilk maçında Galatasaray, Çekya temsilcisi Sparta Prag’ı 3-2 mağlup etti. Sarı-kırmızılılar, Avrupa Ligi’ne galibiyetle başladı.",Spor
157,Süper Lig'de yabancı TV gözlemcisi uygulaması başlıyor,"Türkiye Futbol Federasyonu (TFF), hakem gözlemciliğinde yabancı TV gözlemcisi sistemi uygulamasının hayata geçeceğini duyurdu.",Spor
158,Emre Belözoğlu: Galatasaray maçını mutlu bir şekilde sonlandırmak istiyoruz,"MKE Ankaragücü Teknik Direktörü Emre Belözoğlu, ""Kolay bir maç değil, zemini, havası, rakiplerin kendi konumu, durumu bakıldığında her maç zor ama Galatasaray maçını özel kılmak ve seyircimizde birleştiğimiz ortamı mutlu bir şekilde sonlandırmak istiyoruz."" dedi.",Spor
159,Kayserispor'da Hosseini şoku,Kayserispor'un İranlı milli futbolcusu Hosseini sakatlandı.,Spor
160,Sivasspor Hatayspor maçının hazırlıklarına devam etti,"EMS Yapı Sivasspor, Trendyol Süper Lig'in 26. haftasında 17 Şubat Cumartesi günü Atakaş Hatayspor ile deplasmanda yapacağı maçın hazırlıklarına devam etti.",Spor
161,Gaziantep FK Samsunspor maçının hazırlıklarını sürdürdü,"Gaziantep FK, Trendyol Süper Lig'in 26. haftasında 18 Şubat Pazar günü Yılport Samsunspor ile yapacağı maçın hazırlıklarına devam etti.",Spor
162,"Gaziantep FK Teknik Direktörü Sumudica ""Tayyip ve Memik"" ismini almak istiyor","Trendyol Süper Lig ekiplerinden Gaziantep FK'nin teknik direktörü Marius Sumudica, Türk vatandaşlığına geçerek Tayyip ve Memik isimlerini adına eklemek istediğini söyledi.",Spor
163,Nicolo Zaniolo Aston Villa'da gözden düştü,"Galatasaray'ın satın alma opsiyonuyla Premier Lig ekibine kiraladığı İtalyan santrfor Nicolo Zaniolo, son 10 haftada sadece 62 dakika forma giydi. İngiliz basını beklentilerin uzağında kalan 24 yaşındaki oyuncunun sezon sonunda sarı kırmızılı kulübe döneceğini iddia etti.",Spor
164,"Voleybolda ""Yarının Sultanları"" projesi ayağı Zonguldak'ta başladı","VakıfBank Kadın Voleybol Takımı'nın başantrenörü Giovanni Guidetti'nin hayata geçirdiği ""Yarının Sultanları"" projesi Zonguldak'ta başladı.",Spor
165,Diyarbakır'da kadınlar savunma sporlarıyla kendilerini koruyor,"Diyarbakır Büyükşehir Belediyesi, ""Dağkapı Sur Kadın Kültür Merkezi""ne dönüştürdüğü 82 nolu burçta kadınlara yakın savunma eğitimi veriyor.",Spor
166,Beşiktaş'ta Arthur Masuaku takıma katıldı,"Beşiktaş, Trendyol Süper Lig'in 26. haftasında 19 Şubat Pazartesi günü sahasında TÜMOSAN Konyaspor ile yapacağı maçın hazırlıklarını sürdürdü. Afrika Uluslar Kupası'nda mücadele eden Arthur Masuaku, uzun bir aradan sonra takımla ilk antrenmanına çıktı.",Spor
167,A Milli Takım FIFA dünya sıralamasında yükseldi,"A Milli Futbol Takımı, FIFA dünya sıralamasında iki basamak yükselerek 35. sıraya çıktı.",Spor
168,Süper Lig'de haftanın hakemleri açıklandı,Trendyol Süper Lig ve 1. Lig'de haftanın maçlarını yönetecek hakemler açıklandı.,Spor
169,"Satrançta ""olimpiyat"" hamlesi","Türkiye Satranç Federasyonu (TSF) Başkanı Gülkız Tulay, satrancın başarı grafiğini olimpiyatlarda da sürdürmeye kararlı olduklarını söyledi.",Spor
170,Trabzonspor'da moraller yükseliyor,"Son iki maçta alınan galibiyetle kötü gidişe son veren Trabzonspor, başarılı formunu, Siltaş Yapı Pendikspor karşısında da sürdürmek istiyor. Karadeniz ekibinde hedef galibiyet serisi yakalamak.",Spor
171,Judoda hedef Paris Paralimpik Oyunları'na 10 sporcu ile gitmek,"Kota maçına çıkacak Paralimpik Judo Milli Takımı, Paris 2024 Paralimpik Oyunları'na 10 sporcu ile katılmayı hedefliyor.",Spor
172,İkiz kardeşler atletizmde başarıdan başarıya koşuyor,"Düzce'de antrenör amcalarının yönlendirmesiyle atletizme başlayan 12 yaşındaki ikiz kardeşler Muhammet Emir ve Yasin Emir Güneş, katıldıkları yarışmalarda madalyaları topluyor.",Spor
173,Milli atlet Ersu Şaşma Fransa'da ikinci oldu,"Fransa'da düzenlenen Perche en Or yarışmasında mücadele eden milli atlet Ersu Şaşma, erkekler sırıkla atlamada 2. sırayı aldı.",Spor
174,Milli motosikletçiler dünya şampiyonu olmak için yarışacak,"Milli motosikletçiler Bahattin Sofuoğlu ve Can Öncü, aynı kategoride yarıştıkları Dünya Supersport Şampiyonası'nın yeni sezonunda hem birbirlerini hem de rakiplerini geride bırakarak birinci olmak için mücadele edecek.",Spor
175,11. Uluslararası Türkiye Açık Tekvando Turnuvası Antalya'da sona erdi,"Antalya'da düzenlenen 11. Uluslararası Türkiye Açık Tekvando Turnuvası'nın son gününde olimpik puan da veren büyük erkekler kategorisinde Türk sporcular 4 altın, 2 gümüş ve 6 bronz olmak üzere 12 madalya kazandı.",Spor
176,Trendyol 1. Lig'de 23. hafta maçları yapılacak,Futbolda Trendyol 1. Lig'in 23. haftası 16 Şubat Cuma günü Göztepe-Manisa FK maçıyla başlayacak.,Spor
177,Al-Musrati Beşiktaş ile şampiyonluklar istiyor,"Beşiktaş'ın yeni transferi Ali Muhammed Al-Musrati, siyah-beyazlı takımla şampiyonluklar yaşamayı ve kulüp tarihinin parçası olmayı hedeflediğini söyledi.",Spor
178,NBA'de Alperen Şengün'ün 19 sayısı Rockets'a yetmedi,"Amerikan Basketbol Ligi'nde (NBA) milli basketbolcu Alperen Şengün'ün 19 sayı, 5 ribaunt, 6 asistle oynadığı karşılaşmada Rockets, deplasmanda Memphis Grizzlies'a 121-113 yenildi.",Spor
179,Süper Lig'de 26. hafta heyecanı yaşanacak,Futbolda Trendyol Süper Lig'in 26. hafta mücadelesi 16 Şubat Cuma günü tek maçla başlayacak.,Spor
180,Bayern Münih zor günler geçiriyor,"Bundesliga'da cumartesi günü Bayer Leverkusen'e 3-0 yenilen Bayern Münih, Şampiyonlar Ligi son 16 turu ilk maçında da Lazio'ya 1-0 mağlup oldu.",Spor
181,Kasımpaşa Fatih Karagümrük'ü konuk edecek,"Kasımpaşa, Trendyol Süper Lig'in 26. haftasında 16 Şubat Cuma günü sahasında VavaCars Fatih Karagümrük ile karşılaşacak.",Spor
182,TFF'den Yayın İhalesi Komisyonu açıklaması,"Türkiye Futbol Federasyonu (TFF) ve Süper Lig Kulüpler Birliği Vakfı üyelerinden oluşan Yayın İhale Komisyonunun, 19 Şubat Pazartesi günü yeniden toplanacağı açıklandı.",Spor
183,Serge Aurier: Taraftarlarla bir araya gelmek için sabırsızlanıyorum,"Galatasaray'ın ara transfer döneminde kadrosuna kattığı Fildişi Sahilli futbolcu Serge Aurier, sarı-kırmızılı taraftarlarla bir araya gelmek için sabırsızlandığını söyledi.",Spor
184,Grekoromen Güreş Milli Takımı 5. kez takımlar şampiyonu oldu,"Türkiye Grekoromen Güreş Milli Takımı, Romanya'nın başkenti Bükreş'te düzenlenen Avrupa Güreş Şampiyonası'nı 6 madalya ile tamamladı ve şampiyon oldu.",Spor
185,Avrupa Halter Şampiyonası'ndan gümüş ve bronz madalya daha,"Bulgaristan'da düzenlenen Avrupa Halter Şampiyonası'nda 67 kiloda Ferdi Hardal, silkmede 169 kiloluk kaldırışıyla gümüş, Kaan Kahriman ise 168 kiloluk kaldırışıyla bronz madalya kazandı.",Spor
186,Şampiyon güreşçi Alperen Berber: Türkiye için güreştiğimin bilincindeyim,"Romanya'da düzenlenen Avrupa Güreş Şampiyonası'nda grekoromen stil 82 kiloda Avrupa şampiyonu olan milli sporcu Alperen Berber, altın madalya aldığı için mutlu olduğunu söyledi.",Spor
187,Panathinaikos Yunanistan Kupası'nda PAOK'u 1-0 mağlup etti,"Teknik direktörlüğünü Fatih Terim'in yaptığı Panathinaikos, Yunanistan Kupası yarı finalinde PAOK'u 1-0 yendi.",Spor
188,Avrupa Şampiyonu milli güreşçi Selçuk Can madalyasını Türkiye'ye armağan etti,"Romanya'da düzenlenen Avrupa Güreş Şampiyonası'nda grekoromen stil 72 kiloda altın madalya kazanan milli sporcu Selçuk Can, çalışmalarının karşılığını aldığını söyledi.",Spor
189,Milli halterci Kaan Kahriman'dan altın madalya,"Milli haltercilerden Kaan Kahriman, Avrupa Şampiyonası'nda 67 kiloda, koparmada altın madalya kazandı.",Spor
190,Alperen Berber Avrupa Şampiyonu,"Romanya'da düzenlenen Avrupa Güreş Şampiyonası'nda milli sporcu Alperen Berber, grekoromen stil 82 kiloda altın madalya elde etti.",Spor
191,Selçuk Can Avrupa Şampiyonu,"Romanya'da düzenlenen Avrupa Güreş Şampiyonası'nda milli sporcu Selçuk Can, grekoromen stil 72 kiloda altın madalya kazandı.",Spor
192,Murat Fırat'tan bronz madalya,"Avrupa Güreş Şampiyonası'nda grekoromen stilde mücadele eden Murat Fırat, Ermenistanlı rakibi Slavik Galstyan'ı 5-4 yenerek üçüncü oldu ve bronz madalyaya uzandı.",Spor
193,Kenyalı atlet Chepchirchir'e 8 yıl men cezası,Kenyalı atlet Sarah Chepchirchir'e doping yaptığı gerekçesiyle 8 yıl men cezası verildi.,Spor
194,Brian Priske: Zor bir maç olacak,"Sparta Prag Teknik Direktörü Brian Priske, 15 Şubat Perşembe günü Galatasaray’a karşı zor bir maç oynayacaklarını ancak müsabakayı kazandıkları takdirde ise oyuncularının özgüvenlerinin yükseleceğini söyledi.",Spor
195,Okan Buruk'tan zemin yanıtı: Tüm sorumluluk TFF'nin,"Galatasaray Teknik Direktörü Okan Buruk, Trendyol Süper Lig'de MKE Ankaragücü ile yapacakları maçın oynanacağı Eryaman Stadı'nın zeminiyle ilgili olarak ""Tüm sorumluluk TFF'nin. Kumda da oynasak kazanmak için mücadele edeceğiz."" dedi.",Spor
196,Avrupa Güreş Şampiyonası'nda milli güreşçiler finale yükseldi,Romanya'da düzenlenen Avrupa Güreş Şampiyonası'nda kadınlarda üç milli güreşçi finale yükseldi.,Spor
197,Beşiktaş'a Aboubakar'dan iyi haber,"Beşiktaş'ta Vincent Aboubakar sakatlığını atlattı ve takımla çalışmalara başladı. Kamerunlu futbolcu, görev verildiği takdirde TÜMOSAN Konyaspor maçında sahada olacak.",Spor
198,Shaquille O'Neal'ın forması emekliye ayrıldı,"Amerikan Basketbol Ligi (NBA) ekibi Orlando Magic, eski oyuncusu Shaquille O'Neal'ın formasını emekliye ayırdı.",Spor
199,Kevin De Bruyne'den müthiş geri dönüş,"Manchester City, Kevin De Bruyne’nin sakatlıktan dönüşü sonrası çıktığı 7 maçta 7 galibiyet aldı ve toplam 20 gol attı.",Spor
200,MKE Ankaragücü Galatasaray maçının biletleri satışa çıktı,Trendyol Süper Lig'in 26. haftasında 18 Şubat Pazar günü MKE Ankaragücü ile Galatasaray arasında oynanacak karşılaşmanın biletleri satışa çıktı.,Spor
201,Toprak Razgatlıoğlu yeni takımına bir ilki yaşatmak istiyor,"Dünya Superbike Şampiyonası'nı 2. sırada tamamlayan milli motosikletçi Toprak Razgatlıoğlu, yeni takımıyla bir ilki yaşamak istediğini ifade ederek, ""Bizimle beraber farklı şeyler olacağını düşünen herkes yarışları bekliyor.” dedi.",Spor
202,Milli sporcular Kısa Kulvar Sürat Pateni Dünya Kupası'nın son ayağında yarışacak,"Milli sporcuların da piste çıkacağı Kısa Kulvar Sürat Pateni Dünya Kupası'nın 6. ve son ayağı, 16-18 Şubat tarihlerinde Polonya'da düzenlenecek.",Spor
203,Milli halterci ikiz kardeşlerden Avrupa Şampiyonası'nda madalya başarısı,"Milli halterci ikiz kardeşler Burcu ve Duygu Alıcı, Avrupa Şampiyonası'nda birlikte madalya kazanmanın sevincini yaşıyor.",Spor
204,Pepe ve Onuachu geliyor,"Trabzonspor, Afrika Uluslar Kupası nedeniyle uzun süredir ayrı kaldığı iki yıldızına kavuşuyor.",Spor
205,Okan Buruk : Rövanşa avantajlı gitmeyi planlıyoruz,"UEFA Avrupa Ligi son 16 play-off turunda temsilcimiz Galatasaray yarın Sparta Prag'la karşı karşıya gelecek. Teknik Direktörü Okan Buruk ve futbolculardan Lucas Torreira, Sparta Prag maçı öncesinde açıklamalarda bulundu.",Spor
206,Riva'da yayın ihalesi zirvesi,"Türkiye Futbol Federasyonu (TFF) ve Kulüpler Birliği Vakfı tarafından ortaklaşa kurulan Süper Lig ve 1. Lig Yayın İhale Komisyonu, Riva'da toplantı.",Spor
207,Avrupa Salon Okçuluk Şampiyonası Hırvatistan'da yapılacak,"2024 Avrupa Salon Okçuluk Şampiyonası, 19-24 Şubat tarihlerinde Hırvatistan'da düzenlenecek.",Spor
208,Rıza Kayaalp'ten 27. madalya,"Bükreş'te düzenlenen Avrupa Güreş Şampiyonası'nın 130 kilo finalinde Rıza Kayaalp, finalde Rus rakibi Sergey Semenov'a mağlup olarak gümüş madalyanın sahibi oldu.",Spor
209,TFF'den Eryaman Stadı kararı,"Türkiye Futbol Federasyonu (TFF), hafta sonundaki MKE Ankaragücü-Galatasaray müsabakasının Eryaman Stadı'nda, Gençlerbirliği-Teksüt Bandırmaspor karşılaşmasının ise başka bir statta oynanacağını duyurdu.",Spor
210,"Galatasaray, Avrupa'da 315. maçına çıkacak","UEFA Avrupa Ligi play-off turu ilk maçında yarın Çekya'nın Sparta Prag takımını konuk edecek Galatasaray, Avrupa kupalarında 315. mücadelesine çıkacak.",Spor
211,"Milli atlet İlyas Çanakçı, Sırbistan'da ikinci oldu","Milli atlet İlyas Çanakçı, Sırbistan'ın başkentinde Belgrad'da düzenlenen salon müsabakasında 400 metrede ikinci oldu.",Spor
212,Konferans Ligi heyecanı başlıyor,"UEFA Avrupa Konferans Ligi'nde play-off turu ilk maçları yarın, rövanş maçları 22 Şubat Perşembe günü yapılacak. Rakiplerine üstünlük sağlayan takımlar, son 16 turuna yükselecek.",Spor
213,Boston Celtics'ten üst üste 5. galibiyet,"Amerikan Basketbol Ligi'nde Boston Celtics, deplasmanda Brooklyn Nets'i 118-110 yendi.",Spor
214,Avrupa Ligi'nde play-off zamanı,UEFA Avrupa Ligi'nde play-off turu ilk maçları yarın yapılacak.,Spor
215,Sivasspor'da Hatayspor maçının hazırlıkları başladı,"EMS Yapı Sivasspor, Trendyol Süper Lig'in 26. haftasında deplasmanda Atakaş Hatayspor ile yapacağı maçın hazırlıklarına başladı.",Spor
216,Galatasaray Sparta Prag'ı konuk edecek,"Galatasaray, UEFA Avrupa Ligi son 16 play-off turu ilk maçında yarın Çekya'nın Sparta Prag takımı ile karşılaşacak.",Spor
217,"Bakan Bak, Avrupa Şampiyonası'nda gümüş madalya kazanan milli güreşçileri kutladı","Gençlik ve Spor Bakanı Osman Aşkın Bak, Romanya'da düzenlenen Avrupa Güreş Şampiyonası'nda gümüş madalya kazanan grekoromen stil 130 kiloda Rıza Kayaalp, 87 kiloda Ali Cengiz ve 77 kiloda Yunus Emre Başar'ı tebrik etti.",Spor
218,Grekoromende Ali Cengiz ve Yunus Emre Başar'dan gümüş madalya,"Romanya'da düzenlenen Avrupa Güreş Şampiyonası'nda milli sporcular Yunus Emre Başar ve Ali Cengiz, grekoromen stil final maçlarında rakiplerine kaybederek ikinci oldu ve gümüş madalyaya uzandılar.",Spor
219,Rıza Kayaalp'ten gümüş madalya,"Bükreş'te düzenlenen Avrupa Güreş Şampiyonası'nın 130 kilo finalinde Rıza Kayaalp, finalde Rus rakibi Sergey Semenov'a mağlup olarak gümüş madalyanın sahibi oldu.",Spor
220,Fenerbahçe Sportif Direktörü Mario Branco PFDK'ya sevk edildi,"Türkiye Futbol Federasyonu (TFF) Hukuk Müşavirliği, Trendyol Süper Lig'den 6 kulübü Profesyonel Futbol Disiplin Kuruluna (PFDK) sevk etti.",Spor
221,A Milli Kadın Futbol Takımı'nın aday kadrosu açıklandı,UEFA Uluslar Ligi karşılaşmaları öncesi Antalya'da kampa girecek olan A Milli Kadın Futbol Takımı'nın Yunanistan ve Romanya ile oynanacak hazırlık maçlarının aday kadrosu açıklandı.,Spor
222,Hentbol Kadınlar Türkiye Kupası'nda Dörtlü Final'e yükselen takımlar belli oldu,"HDI Sigorta Hentbol Kadınlar Türkiye Kupası'nda, Konyaaltı Belediyespor, Kastamonu Belediyespor, İzmir Büyükşehir Belediyespor ve Armada Praxis Yalıkavakspor Dörtlü Final'e kaldı",Spor
223,Milli güreşçiler Selçuk Can ve Alperen Berber finale yükseldi,Romanya'da düzenlenen Avrupa Güreş Şampiyonası'nda grekoromen stilde iki milli güreşçi finale yükseldi.,Spor
224,Beşiktaş Al-Musrati'nin bonservisini aldı,"Beşiktaş, devre arası transfer döneminde Portekiz'in Braga ekibinden kiralık olarak kadrosuna kattığı Libyalı orta saha Al-Musrati'nin bonservisini aldı.",Spor
