,Başlık,İçerik,Kategori
1430,Merkez Bankası rezervlerinde yeni rekor,"Merkez Bankası rezervleri, mayıs sonundan bu yana 47 milyar dolar artarak 145,5 milyar dolarla tüm zamanların en yüksek seviyesine çıktı",Ekonomi
1431,"Türk Ticaret Bankası, 2024'ün ikinci yarısında ihracatçının hizmetinde olacak","Türkiye İhracatçılar Meclisi, Türk Eximbank, 61 ihracatçı birliği ve 20 bankanın ortaklığında kurulan İhracatı Geliştirme (İGE) A.Ş'nin satın aldığı Türk Ticaret Bankası, 2024'ün ikinci yarısından itibaren bazı ürünlerle beraber ihracatçılara hizmet vermeye başlayacak.",Ekonomi
1432,Bankacılık sektörünün kredi hacmi yükseldi,"Bankacılık sektörünün kredi hacmi, geçen hafta 105 milyar 378 milyon lira artarak, 11 trilyon 479 milyar 454 milyon liraya yükseldi.",Ekonomi
1433,Araç kiralama için findeks raporu talep eden şirkete 100 bin lira ceza,"Kişisel Verileri Koruma Kurulu, araç kiralayan kişiden findeks raporu talep ederek kişisel verileri işleme adına açık rıza vermesi şartını koşan araç kiralama şirketine 100 bin lira idari para cezası verdi.",Ekonomi
1434,Ekonomi Koordinasyon Kurulu: Büyüme ve yatırımları çekecek adımları sürdüreceğiz,"Ekonomi Koordinasyon Kurulu (EKK), Cumhurbaşkanı Yardımcısı Cevdet Yılmaz başkanlığında bir araya geldi. Toplantıda 2023 yılına dair ekonomik değerlendirme yapıldı. Yapılan açıklamada, ""Büyüme ile cari açıkta kalıcı iyileşmeyi sağlayacak politikalarımızı ortaya koyduğumuz Orta Vadeli Programımızı kararlılıkla uygulamaya devam ediyoruz"" denildi.",Ekonomi
1435,İstanbul Boğazı'nda gemilerin kılavuz kaptan talebi artıyor,"Mevcut gemilerin tonajı ve uzunluğunun artmasıyla İstanbul Boğazı'ndaki coğrafi şartlardan etkilenmemek için kılavuz kaptan alan gemi sayısı 2006 yılında yüzde 48'lerdeyken 2022'de yüzde 66,5'e çıktı",Ekonomi
1436,Borsa günün ilk yarısında yükseldi,"Borsa İstanbul'da BIST 100 endeksi, günün ilk yarısında yüzde 2,35 değer kazanarak 7.431,36 puana çıktı.",Ekonomi
1437,Özel ağaçlandırma çalışmalarına 516 milyon lira destek sağlandı,"Tarım ve Orman Bakanlığı Orman Genel Müdürlüğü, kırsal kesimde yaşayan vatandaşların ekonomik olarak desteklenmesi amacıyla gelir getirici türlerden 31,2 milyon fidanı toprakla buluşturdu. Yaklaşık 37 yılda 158 bin hektar alanda özel ağaçlandırma yapılırken bu çalışmalar için 516 milyon lira destek sağlandı.",Ekonomi
1438,Yeni asgari ücret birçok kalemi etkiledi,"Asgari ücretin, 2024'te brüt 20 bin 2 lira 50 kuruş, net 17 bin 2 lira 12 kuruş olarak belirlenmesiyle işsizlik ödeneğinden Genel Sağlık Sigortası (GSS) primine, kıdem tazminatından staj ücretine kadar birçok kalemde 1 Ocak itibarıyla değişiklik yaşanacak.",Ekonomi
1439,"TMO, fiyat düşüşlerine karşı piyasaya müdahale etmeye hazır","Toprak Mahsulleri Ofisi (TMO) Genel Müdürü Ahmet Güldal, Ofisin piyasayı takip ederek üreticiyi izlediğini ve bir zarar görmesi halinde müdahale ettiğini belirterek, ""2024'te eğer üreticilerimiz için fiyatlar beklenen seviyenin altına düşerse TMO, tabii ki, müdahalesini bu sene olduğu gibi sağlam bir şekilde yapacak"" dedi.",Ekonomi
1440,Kripto paralar için 2023 'toparlanma yılı' oldu,"Düzenleyici kuruluşların baskıları ve geçen yıl FTX gibi büyük oyuncuların çöküşünün ardından bu yıl toparlanmaya başlayan kripto para piyasalarında dikkatler, gelecek yıl ABD Merkez Bankasının (Fed) para politikası ile spot Bitcoin ETF'sine ilişkin gelişmelerde olacak.",Ekonomi
1441,Tüketiciler Derneği: Restoranlarda liste asma uygulaması fiyatları düşürebilir,"Tüketiciler Derneği (TÜDER) Genel Başkanı Levent Küçük, lokanta, restoran, kafe ve pastane gibi yeme-içme hizmeti sunulan işletmelerde 1 Ocak'ta başlayacak fiyat listesi asma zorunluluğunun tüketiciye olumlu yansıyacağını belirterek, söz konusu kararın rekabete yapacağı katkı dolayısıyla fiyatların düşmesini de sağlayabileceğini söyledi.",Ekonomi
1442,Rekabet Kurumu Başkanı Küle: Raf fiyatlarına yapılan müdahaleler kırmızı çizgimiz,"Rekabet Kurumu Başkanı Birol Küle, geçmişte olduğu gibi yeni dönemde de karteller, raf fiyatlarına ve çalışan ücretlerine yapılan müdahalelerin kırmızı çizgileri olacağını belirtti.",Ekonomi
1443,Tütün ürünlerinde vergi dağılımı değiştirildi,"Enflasyonla mücadele kapsamında tütün ürünlerinin vergi dağılımında değişikliğe gidildi. Bu kapsamda, nispi vergi oranı azaltıldı, maktu vergi oranı artırıldı.",Ekonomi
1444,"Brent petrolün varil fiyatı 79,73 dolar","Brent petrolün varili uluslararası piyasalarda 79,73 dolardan işlem görüyor.",Ekonomi
1445,Yurt dışından emekli vatandaşların taşıtları aralıksız 4 yıl ülkede kalabilecek,"Yurt dışından emekli vatandaşların, geçici olarak Türkiye'ye getirdikleri yabancı plakalı taşıtlar, aralıksız 4 yıl ülkede kalabilecek.",Ekonomi
1446,Ekonomi Koordinasyon Kurulu toplandı,"Ekonomi Koordinasyon Kurulu (EKK), Cumhurbaşkanı Yardımcısı Cevdet Yılmaz başkanlığında bir araya geldi. Toplantıda 2023 yılına dair genel ekonomik değerlendirme yapıldı.",Ekonomi
1447,2024 yılı tanıklık ücret tarifesi belli oldu,"Ceza muhakemesi sırasında cumhuriyet savcısı, mahkeme başkanı veya hakim tarafından çağrılan tanıklara, tanıklık nedeniyle kaybettiği zamanla orantılı olarak günlük 60 ila 100 liraya kadar ücret ödenecek.",Ekonomi
1448,Ekonomik güven endeksi aralıkta arttı,"Ekonomik güven endeksi, aralıkta aylık bazda yüzde 1,1 artarak 96,4 değerini aldı.",Ekonomi
1449,Borsa güne yükselişle başladı,"Borsa İstanbul'da BIST 100 endeksi, güne yüzde 0,24 yükselişle 7.278,13 puandan başladı.",Ekonomi
1450,Şans oyunlarından alınan vergiye düzenleme,"Yasa dışı sanal bahisle mücadele kapsamında, şans oyunları gelirlerinden alınan vergi oranlarında düzenlemeye gidildi.",Ekonomi
1451,"Ödeme ve elektronik para kuruluşları ""kamu yararını ilgilendiren kuruluşlar"" kapsamına alındı","Ödeme ve elektronik para kuruluşlarının ""kamu yararını ilgilendiren kuruluşlar (KAYİK)"" kapsamına alınması kararlaştırıldı.",Ekonomi
1452,Kartlı ödemeler kasımda 887 milyar lirayı aştı,"Bankalararası Kart Merkezi (BKM) verilerine göre, kredi kartları, banka kartları ve ön ödemeli kartlar ile kasım ayında yapılan toplam ödeme tutarı geçen yılın aynı dönemine göre yüzde 116 artarak 887,9 milyar lira oldu.",Ekonomi
1453,Mevduat ve katılım hesaplarında stopaj indiriminin süresi uzatıldı,Türk lirası mevduatları ve katılım hesaplarında stopaj indirimi süresi 30 Nisan 2024'e kadar uzatıldı.,Ekonomi
1454,Gençlik ve Spor Bakanlığı 1071 personel alacak,"Gençlik ve Spor Bakanlığı, 1071 sözleşmeli personel alımı yapacağını duyurdu.",Ekonomi
1455,AR-GE veya tasarım merkezi personelinin gelir vergisi teşvikine düzenleme,Teknoloji geliştirme bölgeleri ile AR-GE veya tasarım merkezlerinde çalışan bilişim personeli ile bunlar dışında kalan personelin gelir vergisi stopaj teşvikine ilişkin düzenleme yapıldı.,Ekonomi
1456,VİOP'ta endeks kontratı güne yatay başladı,"Borsa İstanbul Vadeli İşlem ve Opsiyon Piyasası'nda (VİOP) aralık vadeli BIST 30 endeksine dayalı kontrat, güne yatay seyirle 7.949,25 puandan başladı.",Ekonomi
1457,Değerli kağıtların 2024 satış bedelleri belli oldu,Değerli kağıtların 2024 yılında uygulanacak satış bedelleri belirlendi.,Ekonomi
1458,İran ve Rusya'nın ticarette dolar yerine ulusal para kullanma konusunda anlaştığı duyuruldu,İran ile Rusya'nın ticari işlemlerde ABD doları yerine ulusal para birimleriyle ticaret konusunda vardığı anlaşmanın nihai sonuca ulaştığı bildirildi.,Ekonomi
1459,Çalışan emeklilere 5 bin lira ikramiye Resmi Gazete'de,"Çalışan emeklilere 5 bin lira verilmesi ile ekonomiye ilişkin düzenlemeler içeren kanun, Resmi Gazete'de yayımlandı.",Ekonomi
1460,Dost veya müttefik devletlere yardım limiti belirlendi,"Resmi Gazete'de yayımlanan Cumhurbaşkanı kararına göre, 2024 yılında anlaşma akdedilmeksizin dost veya müttefik devletlere yapılacak yardım limiti 200 milyon lira olarak belirlendi.",Ekonomi
1461,İş dünyası temsilcileri yeni asgari ücreti değerlendirdi,"TOBB Başkanı Hisarcıklıoğlu, ATO Başkanı Baran ve ASO Başkanı Ardıç, 2024 yılında uygulanacak 17 bin 2 liralık asgari ücretin çalışanlar ve işverenler için hayırlı olması dileğinde bulundu.",Ekonomi
1462,Yeni asgari ücretin işverene maliyeti 23 bin 502 lira,"Yeni yılda brüt 20 bin 2 lira 50 kuruş, net 17 bin 2 lira 12 kuruş olarak belirlenen asgari ücretin işverene aylık maliyeti 23 bin 502 lira 94 kuruş.",Ekonomi
1463,Piyasa gözetim ve denetim kurulu yarın toplanacak,"Piyasa Gözetimi, Denetim ve Ürün Güvenliği Değerlendirme Kurulu yarın toplanacak.",Ekonomi
1464,"Bakan Işıkhan: Ödemeler, en kısa süre içinde emeklilerimizin hesaplarına yatırılacak","Çalışan emeklilere 5 bin lira ödenmesini içeren torba teklif Meclis Genel Kurulu'nda kabul edildi. Bakan Işıkhan, ödemelerin Resmi Gazete'de yayımlanmasının ardından en kısa süre içinde emeklilerin banka hesaplarına yatırılacağını açıkladı.",Ekonomi
1465,Yeni asgari ücret belli oldu,"Asgari ücret, 1 Ocak 2024'ten geçerli olmak üzere, 700 lirası asgari ücret desteği olmak üzere net 17 bin 2 lira olarak belirlendi. Asgari ücrette, önceki döneme göre yüzde 49 artış oldu.",Ekonomi
1466,Diyanet İşleri Başkanlığı 48 personel alacak,Diyanet İşleri Başkanlığı merkez teşkilatında açık bulunan pozisyonlara 7 uzman yardımcısı ile 41 sözleşmeli personel alacak. Başvurular 15-26 Ocak tarihleri arasında yapılabilecek.,Ekonomi
1467,Tarımda üretim planlaması 2024'te hayata geçirilecek,"Tarım ve Orman Bakanı İbrahim Yumaklı, üretim planlamasını gelecek yıl başlatmayı hedeflediklerini belirterek, ""Üretim planlamasında hububat ve yağlı tohumlar grubu bizim ana unsurlarımız olacak."" dedi.",Ekonomi
1468,Habur'da 227 kilogram uyuşturucu ele geçirildi,"Ticaret Bakanlığı Gümrük Muhafaza ekiplerince Habur Gümrük Kapısı’nda gerçekleştirilen operasyonda, bir aracın yakıt deposuna gizlenmiş 227 kilogram metamfetamine el konuldu.",Ekonomi
1469,Kapadokya'da yeni yılda rekor turist bekleniyor,"Tarihi, kültürel ve doğal güzelliklerle bezeli geniş coğrafyası ve alternatif tur etkinlikleri ile turistlerin ilgisini çeken Kapadokya'da, 2024'te turizmde yeni rekorlar kırması bekleniyor.",Ekonomi
1470,Almanya'da elektrik fiyatlarının kalıcı olarak yüksek olması bekleniyor,"Almanya'da enerji piyasasını düzenleyen Federal Ağ Ajansı (Bundesnetzagentur) Başkanı Klaus Müller, tüketiciler için elektrik fiyatlarının yüksek kalmasını beklediğini belirtti.",Ekonomi
1471,10 yılda 800 milyon turist bekleniyor,"Türkiye Turizm Yatırımcıları Derneği (TTYD) Başkanı Oya Narin, turizmin gayrisafi milli hasılaya şu anda yüzde 5,5 olan payının yüzde 7,5'e kadar çıkabildiğini ve 135 milyar doları görebildiklerini belirterek, 2033'e kadar Türkiye'yi 800 milyon turistin ziyaret etmesini öngördüklerini belirtti.",Ekonomi
1472,Yurt dışında yerleşik Türklerin cihazları 180 gün kayıtsız kullanılabilecek,"Ulaştırma ve Altyapı Bakanlığı, yurt dışında ikamet eden Türk vatandaşlarının beraberinde ülkeye getirdiği mobil cihazların kullanım süreleriyle ilgili düzenleme yaptı. Buna göre, 120 günlük yasal kayıtsız kullanım süresi 180'e yükselecek.",Ekonomi
1473,Kayseri'de üretilen mobilyalar 180 ülkeye ihraç ediliyor,"Kayseri'de, 620'den fazla firma ve 28 bini aşkın işçinin katılımıyla üretilen mobilyalar 180 ülkeye ihraç ediliyor.",Ekonomi
1474,İstanbul havalimanlarını 104 milyon yolcu kullandı,Bu yılın ocak-kasım döneminde İstanbul ve Sabiha Gökçen havalimanlarından geliş ve gidiş yapan yolcu sayısı 104 milyon 315 bin 857 olarak hesaplandı.,Ekonomi
1475,Memur ve emeklisinin maaş zammı haftaya belli olacak,"Memur ve memur emeklisinin maaş zammı, 3 Ocak'ta açıklanacak aralık ayı enflasyonuyla birlikte netleşecek. 5 aylık enflasyon oranı yüzde 33,66 olurken, maaşlarda yüzde 50 civarında bir artış öngörülüyor. En düşük memur maaşının ise 33 bin liraya çıkması bekleniyor.",Ekonomi
1476,Borsa güne düşüşle başladı,"Borsa İstanbul'da BIST 100 endeksi, güne yüzde 0,23 düşüşle 7.282,21 puandan başladı.",Ekonomi
1477,Endeks kontratı güne yükselişle başladı,"Borsa İstanbul Vadeli İşlem ve Opsiyon Piyasası'nda aralık vadeli BIST 30 endeksine dayalı kontrat, güne yüzde 0,5 artışla 8.043,75 puandan başladı.",Ekonomi
1478,Bazı bitkilerin ithalatında tarife kontenjanı belirlendi,Avrupa Birliği menşeli tomurcuklu veya açmış çiçekler hariç bazı bitkilerin ithalatında tarife kontenjanı 25 ton olarak belirlendi.,Ekonomi
1479,Enerji sektöründe uygulanacak idari para cezaları belirlendi,"Yeni yılda doğal gaz, petrol, sıvılaştırılmış petrol gazları ve elektrik piyasalarında çeşitli durumlarda uygulanacak idari para cezaları belirlendi.",Ekonomi
1480,Küresel piyasalar pozitif seyrediyor,"Küresel piyasalarda, ABD Merkez Bankası'nın gelecek yıl başlarında faiz indirimine başlayabilmesine yönelik öngörüler ve Çin'den gelen haber akışı risk iştahını destekliyor. Avrupa Borsaları tatilin ardından bugün yeniden açılacak.",Ekonomi
1481,Çalışan emekliye 5 bin lira ödeme takvimini SGK açıklayacak,"Çalışan emeklilere 5 bin lira verilmesini öngören düzenleme Meclis Genel Kurulu'nda kabul edildi. Çalışma ve Sosyal Güvenlik Bakanlığı hazırlıkları tamamladı. Düzenlemenin Resmi Gazete'de yayımlanmasının ardından SGK ödeme takvimini açıklayacak, ikramiyeler hak sahiplerine ödenecek.",Ekonomi
1482,Bakan Bolat: Gıda enflasyonunu azaltmak için kooperatif sayısını çoğaltmak zorundayız,"Ticaret Bakanı Ömer Bolat, bu yıl 422 bin esnafa uygun finansman koşullarında 153 milyar lira kredi desteği sağladıklarını kaydetti.",Ekonomi
1483,Apple'ın en yeni akıllı saatlerinin ABD'de satışı yasaklandı,ABD'li teknoloji devlerinden Apple'ın en yeni akıllı saat modelleri Apple Watch Ultra 2 ve Apple Watch Series 9'un ABD'de satışı yasaklandı.,Ekonomi
1484,Çalışan emekliye 5 bin lira ikramiye TBMM'den geçti,"TBMM Genel Kurulu'nda görüşülen ekonomiye ilişkin kanun teklifinin, çalışan emeklilere 5 bin lira verilmesini içeren 55. maddesi kabul edildi.",Ekonomi
1485,Borsa günü yükselişle tamamladı,"Borsa İstanbul'da BIST 100 endeksi, günü yüzde 0,47 değer kazanarak 7.299,33 puandan tamamladı.",Ekonomi
1486,Bakan Şimşek: Enerjide dışa bağımlılığımızı azaltıyoruz,"Hazine ve Maliye Bakanı Mehmet Şimşek, Uluslararası Enerji Ajansı Başkanı Fatih Birol'u kabul etti. Şimşek, ""Enerji verimliliği ve yenilenebilir enerjide oldukça büyük bir potansiyelimiz var. Bu potansiyelimizi en iyi şekilde kullanarak enerjide dışa bağımlılığımızı azaltıyor ve arz güvenliğimizi güçlendiriyoruz"" açıklamasında bulundu.",Ekonomi
1487,Hazine ve Maliye Bakanlığı 300 vergi müfettiş yardımcısı alacak,"Hazine ve Maliye Bakanlığınca, 300 vergi müfettiş yardımcısı alınacak. Giriş sınavına, 12 Şubat-23 Şubat 2024 tarihlerinde başvurulabilecek.",Ekonomi
1488,Bakan Bayraktar: Nadir toprak elementi üretebilen 5 ülkeden biri olacağız,"Enerji ve Tabii Kaynaklar Bakanı Alparslan Bayraktar, Türkiye'nin nadir toprak elementi üretebilen 5 ülkeden biri olacağını ve dünyada önemli bir tedarikçi konumuna geleceğini bildirdi.",Ekonomi
1489,Bakan Bolat: Kişi başı milli gelirimiz 12 bin 500 dolara yükselecek,"Ticaret Bakanı Ömer Bolat, 2023'ün 1 trilyon doların üzerinde milli gelirle kapatılacağını ve kişi başına düşen milli gelirin 12 bin 500 dolara yükseleceğini söyledi.",Ekonomi
1490,Tarım ve Orman Bakanlığı 158 personel alacak,"Tarım ve Orman Bakanlığı, 158 tarım ve orman uzman yardımcısı istihdam edecek. Başvurular 8-29 Ocak tarihleri arasında yapılabilecek.",Ekonomi
1491,73 ülkeye 140 milyon dolarlık çiçek ihracatı,"Türkiye'den bu yıl süs bitkileri ve mamulleri sektörünce 73 ülkeye 140 milyon dolarlık ihracat gerçekleştirildi. En fazla ihracat yapılan ülkeler İngiltere, Almanya, Romanya, Bulgaristan oldu.",Ekonomi
1492,Elektrikli araç şarj soket sayısı 12 bini geçti,"Türkiye genelinde elektrikli araçlar için şarj soket sayısı 25 Aralık itibarıyla 12 bin 67'ye ulaştı. Türkiye genelinde en fazla elektrikli şarj istasyonu 1308 ile İstanbul'da bulunuyor, İstanbul'u 542 istasyonla Ankara ve 422 istasyonla Antalya takip ediyor.",Ekonomi
1493,Türk lirası depo alım ihalesine 130 milyar liralık teklif geldi,Türkiye Cumhuriyet Merkez Bankasının (TCMB) TL depo alım ihalesinde teklif 130 milyar 263 milyon lira oldu.,Ekonomi
1494,Genç pilotlar mezun olmadan iş teklifi alıyorlar,"Çocukluk hayalleri olan pilotluk için Konya'ya gelen gençler, Konya Ticaret Odası (KTO) Karatay Üniversitesi pilotaj bölümünün ilk mezunlarından olacak. Öğrenciler, hem yaklaşan mezuniyetin hem de hayatlarının bundan sonraki bölümünü uçarak geçirecek olmanın heyecanını yaşıyor.",Ekonomi
1495,Hububat üretiminde rekor bekleniyor,"Dünyada hububat üretimi ve taşınmasına ilişkin tartışmalar, savaşlar ve çatışmaların gölgesinde devam ederken Türkiye'de sektör temsilcileri üretimdeki artışın gelecek yıl da rekor kırarak sürmesini bekliyor.",Ekonomi
1496,Bakan Yumaklı: Denetimlerde 535 milyon lira ceza kesildi,"Tarım ve Orman Bakanı Yumaklı, ""Bu yıl, gıda üretim ve satış yerlerine yaptığımız denetimlerin yanında, sektörel bazda eş zamanlı denetimler de gerçekleştirdik. Bu denetimlerde; Toplam yaklaşık 1 milyon 300 bin kontrol yaptık. 17 bin 652 adet uygunsuz işlem tespit ettik. 535 milyon lira idari para cezası kesildi."" dedi.",Ekonomi
1497,Güven endeksi hizmet ve perakende ticaret sektörlerinde arttı,"Güven endeksi aralıkta geçen aya oranla inşaat sektöründe yüzde 3,3 azalırken, hizmet sektöründe yüzde 1,2, perakende ticaret sektöründe yüzde 4,5 artış gösterdi.",Ekonomi
1498,"Kapasite kullanım oranı aralıkta yüzde 77,5 oldu","İmalat sanayisi genelinde kapasite kullanım oranı (KKO), aralıkta geçen aya göre 0,5 puan azalışla yüzde 77,5'e düştü.",Ekonomi
1499,BIST 100 güne yükselişle başladı,"Borsa İstanbul'da BIST 100 endeksi, güne yüzde 0,53 yükselişle 7.303,30 puandan başladı.",Ekonomi
1500,Memur maaş zammı için gözler 3 Ocak'ta,"Memur ve memur emeklisinin maaş zammı, 3 Ocak'ta açıklanacak aralık ayı enflasyonuyla birlikte netleşecek. 5 aylık enflasyon oranı yüzde 33,66 olurken, maaşlarda yüzde 50 civarında bir artış öngörülüyor.",Ekonomi
1501,Konut fiyatlarında düşüş sürer mi?,Konut fiyatları düştü piyasa hareketlendi. Kampanyalar aracılığıyla da tüketiciye cazip teklifler sunuluyor. Yeni yılla birlikte fiyatların yönü ise merak konusu. 2024'te konut piyasası için beklentiler neler?,Ekonomi
1502,VİOP'ta endeks güne yükselişle başladı,"Borsa İstanbul Vadeli İşlem ve Opsiyon Piyasası'nda (VİOP) aralık vadeli BIST 30 endeksine dayalı kontrat, güne yüzde 0,9 artışla 8.045,00 puandan başladı.",Ekonomi
1503,Küresel piyasalar sınırlı işlemle yön arayışında,"Küresel piyasalarda Noel tatili nedeniyle yön arayışı öne çıkarken, işlem hacimlerinin oldukça düşük seviyelerde kaldığı görüldü.",Ekonomi
1504,Bazı ithal plastik ve dokuma ürünleri için soruşturma açıldı,İran menşeli plastik (polistiren) ile Çin menşeli dokuma mensucat için yürürlükte bulunan dampinge karşı kesin önlemlere ilişkin nihai gözden geçirme soruşturması başlatıldı.,Ekonomi
1505,Asgari ücret bu hafta belli olacak,"Yeni yılda geçerli olacak asgari ücreti belirleme çalışmalarında taraflar müzakerelerde belli bir aşamayı geride bırakırken, nihai karar bu hafta beklenen üçüncü toplantıyla birlikte açıklanacak.",Ekonomi
1506,Tarım ve Orman Bakanlığı'na 158 uzman yardımcısı alınacak,"Tarım ve Orman Bakanlığı'nın 158 uzman yardımcısı alım ilanı Resmi Gazete'de yayımlandı. Yarışma Sınavı için başvuru süreci, 8-29 Ocak tarihleri arasında yapılabilecek.",Ekonomi
1507,Devlet korumasından yararlanmış 851 genç kamuya atandı,"Devlet korumasından yararlanmış 851 gencin kamu kurumlarına ataması, Aile ve Sosyal Hizmetler Bakanı Mahinur Özdemir Göktaş'ın katılımıyla gerçekleştirildi.",Ekonomi
1508,Depo alım ihalesine yaklaşık 102 milyar liralık teklif geldi,Türkiye Cumhuriyet Merkez Bankasının TL depo alım ihalesinde teklif 101 milyar 953 milyon lira oldu.,Ekonomi
1509,CANiK 2024 yılına iddialı giriyor,"Samsun Yurt Savunma, 2024 yılında da stratejik planları doğrultusunda, global çapta yeni çalışmalarını faaliyete geçirmeye devam edecek.",Ekonomi
1510,Emtia piyasasın pozitif seyrediyor,"Emtia piyasası, dünya genelinde şahin politikaların son bulacağına ilişkin beklentilerin güçlü kalmaya devam etmesiyle yükseliş eğilimini 2. haftaya taşıdı.",Ekonomi
1511,En yüksek kazanç finans ve sigorta sektöründe,"Türkiye'de geçen yıl en yüksek yıllık ortalama brüt kazancı, 293 bin 511 lirayla finans ve sigorta faaliyetlerinde çalışanlar elde etti. Aynı dönemde ülkedeki yıllık ortalama brüt kazanç 144 bin 390 lira oldu, bu değer erkekler için 147 bin 446 lira, kadınlar için 138 bin 366 lira olarak tahmin edildi.",Ekonomi
1512,Finansal Hizmetler Güven Endeksi aralıkta yükseldi,"Finansal Hizmetler Güven Endeksi, aralıkta bir önceki aya göre 0,6 puan artarak 161,4 seviyesine çıktı.",Ekonomi
1513,Borsa haftaya düşüşle başladı,"Borsa İstanbul'da BIST 100 endeksi, haftaya yüzde 0,41 düşüşle 7.526,56 puandan başladı.",Ekonomi
1514,Enerji ve Tabii Kaynaklar Bakanlığı personel alacak,"Enerji ve Tabii Kaynaklar Bakanlığı, Ankara'da görevlendirmek üzere 15 uzman yardımcısı istihdam edecek.",Ekonomi
1515,"Ekmek satışında haksız kazanca 9,4 milyon lira ceza",Belirlenen fiyat tarifesinin üzerinde ekmek satışı yapan işletmelere 9 milyon 374 bin lira idari para cezası uygulandı.,Ekonomi
1516,Küresel piyasalarda Noel tatili,"Küresel piyasalarda, Noel tatili nedeniyle yılın son haftasında birçok borsada işlem gerçekleşmezken, açık olan az sayıdaki borsada da likiditenin oldukça düşük olduğu ifade ediliyor.",Ekonomi
1517,Asgari ücret maratonunda sona gelindi: Bu hafta belli olacak,"Yeni yılda geçerli olacak asgari ücreti belirleme çalışmalarında taraflar müzakerelerde belli bir aşamayı geride bırakırken, nihai karar bu hafta beklenen üçüncü toplantıyla birlikte açıklanacak.",Ekonomi
1518,Gelir İdaresi Başkanlığı 1321 gelir uzman yardımcısı alacak,"Gelir İdaresi Başkanlığı, 1321 gelir uzman yardımcısı alımı yapacak. Başvurular, 7 Mart- 25 Nisan tarihleri arasından yapılabilecek.",Ekonomi
1519,Sabiha Gökçen Havalimanı'nın 2'nci pisti yarın açılacak,"Ulaştırma ve Altyapı Bakanı Abdulkadir Uraloğlu, Sabiha Gökçen Havalimanı'nın 2'nci pistinin Cumhurbaşkanı Recep Tayyip Erdoğan tarafından açılacağını belirterek, ""Yarın, ülkemizin havacılık alanındaki en önemli projelerinden birini daha başarıyla tamamlamanın gururunu yaşayacağız"" dedi.",Ekonomi
1520,Asgari ücret ne zaman belli olacak?,"AK Parti Grup Başkan Vekili Muhammet Emin Akbaşoğlu, asgari ücretin cuma gününe kadar belli olacağını söyledi. Çalışanları enflasyona ezdirmeyeceklerini belirten Akbaşoğlu, memur ve emeklisini de yüzde 50'ye yakın ücret artışının beklediğini açıkladı.",Ekonomi
1521,İthalatta dampinge ve sübvansiyona karşı önlemler sürüyor,"Ticaret Bakanlığı, ithalatta haksız rekabetten yerli üreticiyi korumak için 126 adet dampinge ve sübvansiyona karşı önlemin devam ettiğini açıkladı.",Ekonomi
1522,Turizm sektörü yılı büyümeyle tamamlıyor,"Türkiye turizminin olumsuz gelişmelere rağmen bu yılı yüzde 15 büyümeyle kapatacak. Sektör temsilcilerine göre, 2024, 2023'ten daha iyi olacak.",Ekonomi
1523,Reeskont ve avans işlemlerine yönelik faiz oranı belirlendi,"Türkiye Cumhuriyet Merkez Bankasınca, vadesine en çok 3 ay kalan senetler karşılığında yapılacak reeskont işlemlerinde uygulanacak iskonto faiz oranı yıllık yüzde 43,25, avans işlemlerinde uygulanacak faiz oranı ise yıllık yüzde 44,25 olarak tespit edildi.",Ekonomi
1524,Özel halk otobüsleri gelir desteği kapsamına dahil edildi,"Fiilen ücretsiz yolcu taşımasına rağmen ruhsatında ayakta yolcu taşıma izni olmaması nedeniyle gelir desteği ödemesinden yararlanmayan özel halk otobüsleri, gelir desteği kapsamına dahil edildi.",Ekonomi
1525,"""Türkiye Tapu"" uygulaması, tapu işlemlerinde güvenliği artıracak","Çevre, Şehircilik ve İklim Değişikliği Bakanlığı, ""Türkiye Tapu"" uygulamasını hayata geçirmeye hazırlanıyor. Uygulama ile tapu işlem başvurularına ek güvenlik getirilmesi hedefleniyor.",Ekonomi
1526,Asgari ücrette gözler yeni haftada,"Yeni yılda geçerli olacak asgari ücreti belirleme çalışmalarında taraflar müzakerelerde belli bir aşamayı geride bırakırken, nihai kararın hafta başında yapılması beklenen üçüncü toplantıda açıklanması bekleniyor.",Ekonomi
1527,TPAO'ya Adana'daki 2 saha için 20 yıl süre ile petrol işletme ruhsatı verildi,Türkiye Petrolleri Anonim Ortaklığı (TPAO) Adana'da iki ayrı sahaya için 20 yıl süre ile petrol işletme ruhsatı aldı.,Ekonomi
1528,Hayvan nakillerine ilişkin düzenleme ertelendi,"Uzun yolculuklar için hayvanların kontrol edilmesi, yem ve su ihtiyaçlarının giderilmesi, barındırılması ve dinlendirilmesi zorunluluğu getiren düzenlemeye geçiş süreci, 31 Aralık 2024'e ertelendi.",Ekonomi
1529,Bakan Şimşek: Enflasyon 2026 sonunda tek haneye inmiş olacak,"Hazine ve Maliye Bakanı Mehmet Şimşek, enflasyonun 2026 yılında tek haneye ineceğini söyledi. Şimşek, ""Yılı 44-45 milyar dolarlık cari açıkla kapatacağız"" dedi.",Ekonomi
1530,Borsa günü düşüşle tamamladı,"Borsa İstanbul'da BIST 100 endeksi, günü yüzde 2,67 değer kaybederek 7.557,56 puandan tamamladı.",Ekonomi
