,Başlık,İçerik,Kategori
280,Borsa günün ilk yarısında yükseldi,"Borsa İstanbul'da BIST 100 endeksi, günün ilk yarısında yüzde 0,26 değer kazanarak 9.077,65 puana çıktı.",Ekonomi
281,Üniversitelerde ve diplomaside kadın sayısı artıyor,"Türkiye'yi yurt dışında 2014'te 32 kadın büyükelçi temsil ederken, bu sayı 2023'te 81'e ulaştı. Kadın akademisyenlerin sayısı ise 10 yılda 24 bin 287 kişi artarak 85 bin 220'ye yükseldi.",Ekonomi
282,Şubatta en fazla BIST 100 endeksi kazandırdı,"Tüketici fiyat endeksi (TÜFE) ile indirgendiğinde şubatta en yüksek aylık reel getiri yüzde 8,91 ile BIST 100 endeksinde gerçekleşti.",Ekonomi
283,"KOSGEB, bu yıl 8 binden fazla kadının işletme kurmasını destekleyecek",Küçük ve Orta Ölçekli İşletmeleri Geliştirme ve Destekleme İdaresi Başkanlığı (KOSGEB) tarafında bu yıl 8 bin 250 kadın girişimcinin işletme kurmasının desteklenmesi öngörülüyor.,Ekonomi
284,Nakliye güzergahlarındaki aksaklıklar küresel ticarete darbe vurdu,"Kızıldeniz'de devam eden saldırılar ve Panama kanalındaki kuraklık, küresel ticareti etkiledi. Süveyş Kanalı'nda azalan trafik, ticaret hacminin de bir önceki yıla göre yüzde 50 düşmesine yol açtı. Panama Kanalı'ndaki ticaret de kuraklık nedeniyle yüzde 32 azaldı.",Ekonomi
285,Bakan Şimşek: Niyetimiz kira sözleşmelerini e-Devlet üzerinden yapmak,"Hazine ve Maliye Bakanı Mehmet Şimşek, 420 binden fazla kapıyı çaldıklarını ve eldeki bilgilerle fiili durumu karşılaştırdıklarını belirterek, kira sözleşmelerini e-Devlet üzerinden yapılması üzerine çalıştıklarını söyledi.",Ekonomi
286,Borsa güne yükselişle başladı,"Borsa İstanbul'da BIST 100 endeksi, güne yüzde 0,33 yükselişle 9.084,18 puandan başladı.",Ekonomi
287,"Bakan Yumaklı: Su ve sulama projelerine toplam 2,4 trilyon lira yatırım yapıldı","Tarım ve Orman Bakanı İbrahim Yumaklı, ""Yaklaşık 10 binin üzerinde son 22 yılda yapılan su ve sulama yatırımlarının toplam tutarı 2,4 trilyon lira"" dedi.",Ekonomi
288,Bakan Uraloğlu: Ülkemizi 29 bin kilometrelik bir demir yolu ağıyla donatacağız,"Bakan Uraloğlu, ""Devam eden projelerimizi bitirdiğimizde ülkemizi 29 bin kilometrelik bir demir yolu ağıyla donatacağız. Daha çevreci, güvenilir, ekonomik bir ulaşım sistemini de inşallah ülkemizin her tarafına yaygınlaştırarak, ülkeyi demir yolu ağlarıyla yeni baştan donatmış olacağız"" açıklamasını yaptı.",Ekonomi
289,Bakan Şimşek: Kurumlar vergisi ve gelir vergisini artırmayacağız,"Bakan Şimşek, 2024'ten sonra ekonomi programının güçlü sonuç vereceğini söyledi. Şimşek, ""Cari açıktaki daralma ve risk primindeki düşüş, programın doğru çalıştığının göstergesidir"" dedi. Vergilerle ilgili tutumlarının net olduğunu söyleyen Şimşek, ""Kurumlar vergisini artırmayacağız. Gelir vergisini artırmayacağız"" açıklamasını yaptı.",Ekonomi
290,"THY şubatta 6,1 milyon yolcu taşıdı","Türk Hava Yollarının (THY) şubatta taşıdığı yolcu sayısı, geçen yılın aynı ayına göre yüzde 25,4 artarak 6,1 milyon oldu.",Ekonomi
291,"Fed Başkanı, faiz indirimine başlamak için gereken güveni kazanmaya ""uzak olmadıklarını"" söyledi","ABD Merkez Bankası (Fed) Başkanı Jerome Powell, faiz indirimine başlamak için ihtiyaç duydukları enflasyonun sürdürülebilir bir şekilde yüzde 2'ye doğru düştüğüne dair güveni kazanmaya ""uzak olmadıklarını"" ifade etti.",Ekonomi
292,"Amerikalıların serveti geçen yılın son çeyreğinde 156,2 trilyon dolara yükseldi","ABD'de hanehalkının net serveti, 2023'ün dördüncü çeyreğinde bir önceki çeyreğe kıyasla yüzde 3,2 artarak 156,2 trilyon dolara çıktı.",Ekonomi
293,Bakan Şimşek: Zorunlu afet sigortasını getirmeyi düşünüyoruz,"Bakan Şimşek, ""Bu yıl içerisinde, 2024'ün 3. ve 4. çeyreğinde zorunlu afet sigortasını getirmeyi düşünüyoruz. Deprem sigortasının kapsamı çok dar. Sadece binaları kapsıyor, afet sigortası ise bütün diğer riskleri de kapsamış olacak"" açıklamasını yaptı.",Ekonomi
294,Borsa günü yükselişle tamamladı,"Borsa İstanbul'da BIST 100 endeksi, günü yüzde 3,54 değer kazancıyla 9.054,18 puandan tamamladı.",Ekonomi
295,Bakan Işıkhan: İŞKUR aracılığıyla iki ayda 208 bine yakın vatandaşımız istihdama katıldı,"Bakan Işıkhan, İŞKUR aracılığıyla bu yılın ilk iki ayında işe yerleştirilenlerin geçen yılın aynı dönemine göre yüzde 41 artarak, yaklaşık 208 bini bulduğunu açıkladı.",Ekonomi
296,Gabar'da petrol üretimi günlük 37 bin varilin üzerine çıktı,"Enerji ve Tabii Kaynaklar Bakanı Alparslan Bayraktar, Gabar'da petrol üretiminde günlük 37 bin varilin üzerine çıkıldığını açıkladı.",Ekonomi
297,Merkez Bankası rezervleri 131 milyar dolar oldu,"Türkiye Cumhuriyet Merkez Bankasının (TCMB) toplam rezervleri, 1 Mart haftasında bir önceki haftaya göre 831 milyon dolar azalışla 130 milyar 919 milyon dolara geriledi.",Ekonomi
298,Ramazan ayı öncesi 10 ilde market denetimi,"Ticaret Bakanlığı, yaklaşan ramazan ayı dolayısıyla Ankara, İstanbul, Adana, Mersin, Bursa, Antalya, Konya, İzmir, Kocaeli ve Kayseri'deki marketlerde eş zamanlı fahiş fiyat ve etiket denetimi yaptı.",Ekonomi
299,Bakan Göktaş: Kadınların iş gücüne katılım oranı yüzde 36'ya ulaştı,"Aile ve Sosyal Hizmetler Bakanı Mahinur Özdemir Göktaş, ""2002 yılında yaklaşık yüzde 28 olan kadınların iş gücüne katılım oranı 2023 yılında yüzde 36'ya ulaştı."" dedi.",Ekonomi
300,Bakan Yumaklı: Gıda ihracatını 40 milyar dolara çıkaracağız,"Tarım ve Orman Bakanı İbrahim Yumaklı, ""2023 senesinde gıda ihracatı 31 milyar dolardı, biz bunu 35 milyar dolarlara, 40 milyar dolarlara çıkaracağız."" dedi.",Ekonomi
301,Limanlarda elleçlenen konteynerlerde rekor artış,"Bakan Uraloğlu, şubatta limanlarda elleçlenen yük miktarının geçen yılın aynı ayına göre yüzde 15,4 artarak 43 milyon 853 bin 985 tona yükseldiğini belirterek, ""Bu dönemde elleçlenen konteyner miktarı ise yüzde 38,9 gibi rekor oranda artarak 1 milyon 167 bin 210 TEU'ya çıktı"" dedi.",Ekonomi
302,Dünya Kadınlar Günü'nde kadınların ekonomik olarak güçlendirilmesinin önemi vurgulanıyor,"Birleşmiş Milletlerin (BM) bu yıl ""Dünya Kadınlar Günü"" için belirlediği ""Kadınlara yatırım yapın: İlerlemeyi hızlandırın"" teması kapsamında, kadınların ekonomik olarak güçlendirilmesinin önemine dikkat çekiliyor.",Ekonomi
303,"Rekabet Kurumu, depremler sonrası hazır beton ve çimento sektörüne markajını sürdürüyor","Rekabet Kurumu Başkanı Birol Küle, çimento ve hazır beton sektörlerine yönelik son dönemde açtıkları soruşturmalarda 370 milyon lira idari para cezası kestiklerini belirterek, ""Kurum, çimento ve hazır beton kartellerini tespit etmek için her türlü imkanını seferber ediyor"" dedi.",Ekonomi
304,Bitlis'ten balkanlara spor ayakkabısı ihraç ediyorlar,"Bitlis'ten 30 yıl önce göç ettikleri İstanbul'da ayakkabı fabrikalarında çalışan Tüzün kardeşler, yıllar sonra memleketlerine dönerek kurdukları atölyede spor ayakkabısı üretiyor.",Ekonomi
305,Akkuyu NGS'nin 1. ünitesinin tamamlanmasında geri sayım başladı,Tam kapasite devreye girdiğinde Türkiye’nin elektrik ihtiyacının yüzde 10’unu tek başına karşılaması öngörülen Akkuyu Nükleer Güç Santrali'nde (NGS) 2018'de temelleri atılan 1. ünitenin tamamlanmasına sayılı günler kaldı.,Ekonomi
306,"Türkiye'de geçen yıl 12,5 milyon araç muayeneye girdi",Türkiye genelinde geçen yıl 313 araç muayene istasyonunda 12 milyon 458 bin 643 aracın muayenesi gerçekleştirildi.,Ekonomi
307,"Balparmak'a yaklaşık 2,5 milyon liralık rekabet cezası","Rekabet Kurulu, Balparmak'a 2 milyon 477 bin 859 lira idari para cezası verilmesini kararlaştırdı.",Ekonomi
308,"Antalya'nın bu yıl 16,5 milyondan fazla turist ağırlaması bekleniyor","Türkiye Seyahat Acentaları Birliği (TÜRSAB) Akdeniz Bölge Temsil Kurulu Başkanı Rıza Perçin, Antalya'ya bu yıl 16 milyon 500 binin üzerinde turist gelmesini beklediklerini belirterek, ""İnşallah 2024 rekor yılı olacak"" dedi.",Ekonomi
309,Borsa güne yükselişle başladı,"Borsa İstanbul'da BIST 100 endeksi, güne yüzde 0,61 yükselişle 8.797,54 puandan başladı.",Ekonomi
310,Deprem bölgesindeki KOBİ'lere destek ödemesi bugün başlıyor,"Sanayi ve Teknoloji Bakanı Mehmet Fatih Kacır, KOBİ'lerin Deprem Sonrası Desteklenmesi Projesi kapsamında yaklaşık 4 milyar liralık finansman desteğini deprem bölgesindeki işletmelere bugün aktarmaya başladıklarını duyurdu.",Ekonomi
311,Küresel piyasalar pozitif seyrediyor,"Küresel piyasalarda, ABD Merkez Bankası (Fed) Başkanı Jerome Powell'ın faiz indirimi için acele etmeyeceklerini ancak, ""bu yılın bir noktasında"" bunu yapmanın muhtemelen uygun olacağını belirtmesinin ardından pozitif seyir izlenirken, bugün gözler Avrupa Merkez Bankasının (ECB) faiz kararına çevrildi.",Ekonomi
312,Merkez Bankası'ndan ilave sıkılaşmada zorunlu karşılık adımı,"Türkiye Cumhuriyet Merkez Bankasının (TCMB) sıkı para politikası duruşunu destekleyici ilave sıkılaşma adımları kapsamında, kredi büyümesine dayalı zorunlu karşılık tesis edilecek.",Ekonomi
313,"Bakanlar Şimşek ve Kacır, Batman'da BİOSYS Fabrika Açılış Töreni'ne katıldı","Hazine ve Maliye Bakanı Mehmet Şimşek, Sanayi ve Teknoloji Bakanı Mehmet Fatih Kacır ile Batman Organize Sanayi Bölgesi'nde (OSB) BİOSYS Fabrika Açılış Töreni'ne katıldı.",Ekonomi
314,"Bakan Uraloğlu: Hızlı treni Karadeniz'e indireceğiz, Sarp'a kadar yola çıkaracağız","Ulaştırma ve Altyapı Bakanı Abdulkadir Uraloğlu, ""Bu sene Kırıkkale'yle Çorum arasının hızlı tren ihalesini yapıyoruz. Çorum'la Samsun arasının projesini bitirdik, ikinci etapta da onun ihalesini yapacağız. Dolayısıyla hızlı treni Karadeniz'e indireceğiz. Oradan da yola çıkaracağız, Sarp'a kadar"" dedi.",Ekonomi
315,İstanbul Havalimanı 26 Şubat-3 Mart'ta Avrupa'nın en yoğun havalimanı oldu,"İstanbul Havalimanı, 26 Şubat-3 Mart tarihlerinde günlük ortalama 1321 uçuşla Avrupa'nın en yoğun havalimanı olarak kayıtlara geçti.",Ekonomi
316,"29 yaşındaki Gümrük Birliği, yeni sorunlar karşısında yetersiz kalıyor","Türkiye'nin Avrupa Birliği (AB) ile Gümrük Birliğine katılma kararı üzerinden 29 yıl geçmesine rağmen, bunun küresel ticarette yaşanan değişiklikler ve ortaya çıkan yeni sorunlar karşısında yetersiz kalması dikkati çekiyor.",Ekonomi
317,6 Şubat depremleri sonrası fahiş fiyat artışları RADAR'da,"Hazine ve Maliye Bakanlığı Risk Analizi Değerlendirme ve Araştırma (RADAR) Sistemi, 6 Şubat tarihli Kahramanmaraş merkezli depremler sonrası fahiş fiyat artışı gerçekleştiren 16 bin 839 mükellefi analize tabi tuttu.",Ekonomi
318,"Glütensiz ürüne ulaşım kolaylaşacak, sektör yeni ürünlerle büyüyecek","Zincir marketlere getirilen glütensiz ürün bulundurma yükümlülüğü, glüten intoleransı bulunan vatandaşların ürünlere daha rahat ulaşmasını sağlarken, talebi karşılayan sektörün büyümesine katkıda bulunacak.",Ekonomi
319,"KOSGEB'den yaklaşık 40 bin depremzede işletmeye 12,8 milyar lira destek","KOSGEB, ""Deprem Sonrası Mikro, Küçük ve Orta Ölçekli İşletmelerin Canlanması Projesi"" kapsamında Kahramanmaraş merkezli depremlerden etkilenen 11 ildeki yaklaşık 40 bin işletmeye 12,8 milyar lira destek sağladı.",Ekonomi
320,Yumurta kartonu üreten 6 firmaya 55 milyon lira ceza kesildi,"Rekabet Kurulu, yumurta kartonu üreten 6 teşebbüse uzlaşma usulüyle 55 milyon lira idari para cezası uyguladı.",Ekonomi
321,MASAK'a 615 bin 63 işlem başvurusu yapıldı,"Mali Suçları Araştırma Kurulu Başkanlığına (MASAK) geçen yıl 1 milyon 141 bin 441 kişi hakkında vergi kaçırma, yasa dışı bahis ile başkası hesabına işlem yapıldığının beyan edilmemesi suçları nedeniyle 615 bin 63 şüpheli işlem bildiriminde bulunuldu.",Ekonomi
322,Bakan Şimşek: Dezenflasyon zaman ve kararlılık gerektiriyor,"Hazine ve Maliye Bakanı Mehmet Şimşek, ""Aylık enflasyon şubat ayında beklentilerin üzerinde gerçekleşti. Dezenflasyon zaman ve kararlılık gerektiriyor. Sabırla ve azimle fiyat istikrarı sağlanıncaya kadar çalışmaya devam edeceğiz. Merkez Bankası’na desteğimiz tamdır."" dedi.",Ekonomi
323,Çay ihracatı 2 ayda 6 milyon doları aştı,"Türkiye'den bu yılın ocak-şubat döneminde yapılan çay ihracatı, geçen yılın aynı dönemine göre yüzde 85 artarak 6 milyon 63 bin 44 dolara ulaştı.",Ekonomi
324,"Brent petrolün varil fiyatı 82,32 dolar","Brent petrolün varili uluslararası piyasalarda 82,32 dolardan işlem görüyor.",Ekonomi
325,BOTAŞ'tan dolandırıcılara karşı uyarı,"Boru Hatları ile Petrol Taşıma AŞ (BOTAŞ), yapay zeka tabanlı tekniklerle hazırlanan sahte hesaplar ve videolarla kurumun hisselerinin satışa çıkarıldığına dair iddialara itibar edilmemesi gerektiğini duyurdu.",Ekonomi
326,Fitch: Türk İslami bankacılık segmenti ekonomik dengelenmenin olduğu bir dönemde büyüyor,"Uluslararası kredi derecelendirme kuruluşu Fitch Ratings, Türk İslami bankacılığının 2024'te önceki yıllara kıyasla yavaş da olsa sektör ortalamasının üzerinde büyümeyi sürdürmesinin beklendiğini aktardı.",Ekonomi
327,Merkez Bankası'ndan ilave sıkılaşma adımları,"Türkiye Cumhuriyet Merkez Bankası (TCMB), sıkı para politikası duruşunu destekleyici ilave sıkılaşma adımları attı.",Ekonomi
328,Türkiye 21 yılda 262 milyar dolar yatırım aldı,"Cumhurbaşkanlığı Yatırım Ofisi Başkanı Burak Dağlıoğlu, ""Türkiye 2003 yılından bu yana 262 milyar dolar yatırım çeken bir ülke"" dedi.",Ekonomi
329,Bakan Şimşek: Türkiye'nin uyguladığı ekonomi programı işe yarıyor,"Hazine ve Maliye Bakanı Mehmet Şimşek, ""Türkiye'nin uyguladığı ekonomi programının işe yaradığını belirterek ""Program fiyat istikrarını sağlamayı, mali disiplini yeniden tesis etmeyi, cari açığı azaltmayı, büyümede yeniden dengelenmeyi hedefliyor"" dedi.",Ekonomi
330,Bursa Textile Show kapılarını açtı,"Bursa'da, tekstil sektörünün temsilcilerini dünyanın dört bir yanından alıcılarla buluşturma hedefiyle düzenlenen Bursa Textile Show Fuarı başladı.",Ekonomi
331,Bakan Ersoy: Bu sene inşallah 60 milyon ziyaretçi ve 60 milyar dolar gelir hedefimiz var,"Kültür ve Turizm Bakanı Mehmet Nuri Ersoy, Türkiye'nin bu yıl 60 milyon ziyaretçi ve 60 milyar dolar turizm gelir hedefi olduğunu belirterek, ""2024'te Almanya bazında 7 milyon (turist) sayısını geçmeyi umuyoruz"" dedi.",Ekonomi
332,Otomotiv endüstrisinde şubat rekoru,"Türkiye'nin ihracatında ilk sırada yer alan otomotiv endüstrisi geçen ay 3,1 milyar dolar ihracat yaparak en yüksek şubat dış satımına ulaştı.",Ekonomi
333,Bakan Işıkhan: İkramiyeler bayramdan önce hesaplara aktarılacak,"Çalışma ve Sosyal Güvenlik Bakanı Vedat Işıkhan, emeklilerin 3 bin lira bayram ikramiyesinin bayramdan önce hesaplara yatırılacağını açıkladı.",Ekonomi
334,"""Kripto varlıklara düzenleme"" bayram sonrası meclis gündemine gelecek","AK Parti Grup Başkanı Abdullah Güler, kripto varlıklara ilişkin düzenleme üzerindeki çalışmalara başladıklarını, Ramazan Bayramı sonrasında yasa teklifini TBMM Başkanlığına sunacaklarını duyurdu.",Ekonomi
335,"Kamuda ""yüzde 2"" ikramiye şartının iptal gerekçesi açıklandı","Anayasa Mahkemesinin, kamu görevlilerinin toplu sözleşme ikramiyesinden faydalanabilmesi için ""yüzde 2 barajını aşan sendikalara üye olma"" şartı getiren düzenlemeyi iptal kararının gerekçesi Resmi Gazete'de yayımlandı.",Ekonomi
336,Bakan Bolat: Dış ticaret açığını makul seviyelere indireceğiz,"Ticaret Bakanı Ömer Bolat, ""Türkiye Yüzyılı hedefimizi Türkiye'nin dış ticaretinde 'ticaretin de yüzyılı' olarak gerçekleştirmek istiyoruz. Bunu yaparken de Türkiye'nin dış ticaret açığını sürdürülebilir, makul seviyelere indirmekte kararlıyız"" dedi.",Ekonomi
337,Milli içecek ayran 4 kıtada ağızları tatlandırdı,"Türkiye'nin milli içeceği ayran, Asya'dan Avrupa'ya, Afrika'dan Amerika'ya 4 kıtada sofraların lezzeti olurken geçen yıl 25 ülkeye yapılan ihracattan yaklaşık 2,5 milyon dolar gelir sağlandı.",Ekonomi
338,Doğu Karadeniz'in somon ihracatı arttı,Doğu Karadeniz'den yılın ilk iki ayında yapılan Türk somonu ihracatı yüzde 24 artarak 19 milyon 45 bin dolara ulaştı.,Ekonomi
339,İkinci el araç satışında 15 günlük sigorta süresi dönemi sona eriyor,"Anayasa Mahkemesi, araç satışının ardından zorunlu mali sorumluluk sigortasının 15 gün boyunca devam etmesine ilişkin düzenlemeyi iptal etti. Karar, 9 ay sonra yürürlüğe girecek.",Ekonomi
340,Borsa güne yükselişle başladı,"Borsa İstanbul'da BIST 100 endeksi, güne yüzde 0,06 yükselişle 8.913,41 puandan başladı.",Ekonomi
341,"Brent petrolün varil fiyatı 82,58 dolar","Brent petrolün varili uluslararası piyasalarda 82,58 dolardan işlem görüyor.",Ekonomi
342,VİOP'ta endeks kontratı güne yükselişle başladı,"Borsa İstanbul Vadeli İşlem ve Opsiyon Piyasası'nda (VİOP) nisan vadeli BIST 30 endeksine dayalı kontrat, güne yüzde 0,3 yükselişle 9.940,00 puandan başladı.",Ekonomi
343,Küresel piyasalar veri gündemine odaklandı,Küresel piyasalarda bugün gözler dünya genelinde hizmet sektörü ve bileşik Satınalma Yöneticileri Endeksi (PMI) verilerine çevrildi.,Ekonomi
344,Zincir marketlere glütensiz ürün zorunluluğu geldi,Glüten intoleransı dolayısıyla tıbbi beslenme tedavisine gereksinim duyanların bu ürünlere erişimini kolaylaştırmak amacıyla şube sayısı 200'den fazla zincir marketler belli şartlar altında glütensiz ürün bulundurmak zorunda olacak.,Ekonomi
345,EPDK Başkanlığı'na yeniden Mustafa Yılmaz atandı,Enerji Piyasası Düzenleme Kurulu (EPDK) Başkanlığı'na Mustafa Yılmaz’ın atanmasına dair karar Resmi Gazete’de yayımlandı. Yılmaz böylece 4. kez EPDK Başkanlığı görevine atanmış oldu.,Ekonomi
346,"Avrupa Birliği, Apple'a iki milyar dolar ceza kesti","Avrupa Birliği (AB), ABD firması Apple'a müzik uygulamalarının dağıtımında hakim konumunu kötüye kullandığı gerekçesiyle 1,8 milyar avro para cezası verdi.",Ekonomi
347,Almanların yaz tatilinde tercihi Türkiye oldu,"Almanya'dan en çok rezervasyon yapılan 10 tatil yeri arasında Türkiye, İspanya'yı geçerek ilk sıraya yerleşti.",Ekonomi
348,İnşaat malzemesi sanayi üretimi arttı,"Türkiye'nin inşaat malzemesi sanayi üretimi, 2023'ü sektörün büyümesine paralel olarak yüzde 5,7 artışla tamamladı.",Ekonomi
349,"Fındık ihracatı 1,2 milyar doları aştı","Türkiye, 2023-2024 fındık ihracat sezonunun altı aylık döneminde 1 milyar 212 milyon 662 bin 624 dolar gelir sağladı.",Ekonomi
350,Türk lirasıyla dış ticaret 210 milyar liraya yaklaştı,"Türk lirasıyla dış ticaret yılın ilk iki ayında geçen yılın aynı dönemine kıyasla yüzde 39,4 artarak 207 milyar 738 milyon liraya çıktı.",Ekonomi
351,Tarım Kredi'den ramazan kampanyası,"Türkiye Tarım Kredi Kooperatifleri (Tarım Kredi), ramazan ayı kampanyası kapsamında, tüm kooperatif market satış noktalarında 5 Mart-14 Nisan tarihlerinde fiyatları sabitleyecek ve tarımsal girdilerde indirim uygulayacak.",Ekonomi
352,Otomotiv satışları şubat ayı rekorunu kırdı,"Türkiye genelinde otomotiv satışları geçen ay 2023'ün aynı dönemine göre yüzde 30,6 artarak 105 bin 990 adet oldu ve tüm zamanların şubat ayı rekorunu kırdı.",Ekonomi
353,Borsa haftaya yükselişle başladı,"Borsa İstanbul'da BIST 100 endeksi, haftaya yüzde 0,46 yükselişle 9.139,11 puandan başladı.",Ekonomi
354,Şubat ayı enflasyon rakamları açıklandı,"Tüketici Fiyat Endeksi şubatta yüzde 4,53 artarken, yıllık bazda yüzde 67,07 oldu.",Ekonomi
355,Bakan Şimşek: Kredi kartları için sonuçlandırdığımız bir çalışma yok,"Hazine ve Maliye Bakanı Mehmet Şimşek, kredi kartlarına ilişkin, ""Önemli olan bankaların kurallara uyması, limit belirlerken gerçekçi beyana dayalı olması ve limitlerin bütünlük arz etmesi. Sonuçlandırdığımız bir çalışma yok. Sürpriz yapmadan piyasaları bozmadan çalışacağız"" dedi.",Ekonomi
356,"Brent petrolün varil fiyatı 83,66 dolar","Brent petrolün varili uluslararası piyasalarda 83,66 dolardan işlem görüyor.",Ekonomi
357,VİOP'ta endeks kontratı haftaya yükselişle başladı,"Borsa İstanbul Vadeli İşlem ve Opsiyon Piyasası'nda (VİOP) nisan vadeli BIST 30 endeksine dayalı kontrat, haftaya yüzde 0,3 yükselişle 10.106,25 puandan başladı.",Ekonomi
358,Bakan Şimşek: Vergi oranlarında genel bir artış olmayacak,"Hazine ve Maliye Bakanı Mehmet Şimşek açıklamalarda bulundu. Bakan Şimşek, ""KDV, kurumlar ve gelir vergisi oranlarında genel bir artış olmayacak. Motorlu taşıtlar vergisine ilişkin yeni bir düzenlemeyi aklımızın ucundan bile geçirmedik"" dedi.",Ekonomi
359,Küresel piyasalar yoğun veri haftasına temkinli başladı,"Küresel piyasalar, ABD'de istihdam raporu başta olmak üzere yoğun veri takviminin takip edileceği haftaya temkinli bir seyirle başlarken, bugün yurt içinde gözler enflasyon verilerine çevrildi.",Ekonomi
360,Bakan Bolat'ın Suudi Arabistan ziyareti,"Ticaret Bakanı Ömer Bolat, Suudi Arabistan'da temaslarda bulunuyor. Bu kapsamda Bakan Bolat, ilk olarak Suudi Arabistan Yatırım Bakanı Khalid Al-Falih ve Kırsal İşler ve Konut Bakanı el-Hukayl ile bir araya geldi.",Ekonomi
361,Borsanın 10 yıllık mart performansı,"Borsa İstanbul'da BIST 100 endeksi, son 10 yılın mart aylarında karışık bir performans sergilerken, endeks artış kaydettiği 4 ayda ortalama yüzde 9,44 değer kazandı.",Ekonomi
362,Bakan Şimşek: Biz ayrımcılık yapmadık,"Hazine ve Maliye Bakanı Mehmet Şimşek, geçen yıl belediyeler arasında en büyük kaynağın İstanbul, Ankara ve İzmir'e ayrıldığını belirterek, ""Bakın ilk 10'da Antalya var, Mersin var, Adana var. Bu 6 ilin tamamı gördüğünüz gibi muhalefetin elinde. Biz ayrımcılık yapmadık. Bizim kitabımızda ayrımcılık yoktur."" dedi.",Ekonomi
363,THY Avustralya'ya ilk uçuşunu yaptı,"Türk Hava Yollarının (THY), Avustralya Kıtası'na ilk seferini yapan uçak Melbourne şehrine iniş yaptı.",Ekonomi
364,Savunma sanayiinde ihracat rekoru,"Savunma ve havacılık sanayii, yılın ilk iki ayında ihracat rekoru kırarak 632 milyon 783 bin dolara ulaştı.",Ekonomi
365,Bakan Şimşek: İlk çeyrekte net ihracattan büyümeye pozitif katkı bekliyoruz,"Hazine ve Maliye Bakanı Mehmet Şimşek, ocak ve şubatta dış ticaret açığında yıllık iyileşmenin toplam 13,2 milyar dolara ulaştığını belirterek, ""Ekonomide dengelenme devam ediyor. İlk çeyrekte net ihracattan büyümeye pozitif katkı bekliyoruz."" ifadesini kullandı.",Ekonomi
366,e-teminat mektubu işlemlerde usul ve esaslar belirlendi,Merkezi yönetim kapsamındaki kamu idarelerinin muhasebe birimlerine teslim edilmek üzere düzenlenen teminat mektuplarına ilişkin süreçlerin elektronik ortamda yürütülmesine yönelik usul ve esaslar belirlendi.,Ekonomi
367,Ticaret Bakanlığı şubat ayı veri bültenini yayımladı,"Genel Ticaret Sistemi'ne göre ihracat, şubatta geçen yılın aynı ayına göre yüzde 13,6 artışla 21 milyar 86 milyon dolara yükseldi. İthalat ise yüzde 8,5 gerileyerek 28 milyar 87 milyon dolara düştü.",Ekonomi
368,"Tarım, gıda ve içecek sektöründen 2,17 milyar dolarlık ihracat","Bu yılın ilk ayında tarım, gıda ve içecek sektörü geçen yılın aynı döneme göre yüzde 11,63 artışla 2,17 milyar dolar ihracat ve yüzde 16,77 düşüşle 1,6 milyar dolar ithalat yaptı.",Ekonomi
369,Yurt içinde gözler enflasyon verilerinde,"Küresel piyasalarda karışık bir seyir izlenirken, Avrupa Merkez Bankasının açıklayacağı faiz kararı ve ABD'nin istihdam raporunda yer alacak tarım dışı istihdam verisi ile yurt içinde enflasyon rakamları piyasanın odağında bulunuyor.",Ekonomi
370,"Deprem sigortalı konut sayısı 11,5 milyonu aştı","Konutu depreme karşı güvence altına alan zorunlu deprem sigortası oranı Türkiye genelinde yüzde 58 olurken, sigortalı konut sayısı 11,5 milyonu aştı. Bolu yüzde 91 ile sigortalılık oranında ilk sırada yer aldı.",Ekonomi
371,2023'te 16 bine yakın yatırım teşvik belgesi düzenlendi,"Geçen yıl Teşvik Uygulama ve Yabancı Sermaye Genel Müdürlüğünce 15 bin 745 yatırım projesi için teşvik belgesi düzenlenirken, bu kapsamda 1,1 trilyon liralık sabit yatırım yapılması ve 339 bin 952 kişiye istihdam yaratılması öngörülüyor.",Ekonomi
372,İhracatta şubat rekoru,"Ticaret Bakanı Ömer Bolat, ""İhracatımız şubatta geçen yılın aynı ayına göre yüzde 13,6 artarak 21 milyar 86 milyon dolar oldu. Cumhuriyet tarihimizin en yüksek şubat ihracat değerine ulaştık"" dedi.",Ekonomi
373,Kripto paraya yasal düzenlemede sona doğru,"Kripto para piyasasının yasal zemine oturtulması için hazırlıklarda sona gelindi. Yeni tasarı ile birlikte, mağduriyetlerin önüne geçilmesi ve kara para aklanmasının engellenmesi hedefleniyor.",Ekonomi
374,Genel aydınlatma sayaçlarında otomatik sisteme geçilecek,"TEDAŞ tarafından, genel aydınlatma sayaçlarının Otomatik Sayaç Okuma Sistemleri (OSOS) kapsamına alınması işleminin 31 Aralık 2024'e kadar tamamlanmasına karar verildi.",Ekonomi
375,"Moody's, New York Community Bank'ın kredi notunu düşürdü","Uluslararası kredi derecelendirme kuruluşu Moody's, New York Community Bank'ın uzun vadeli kredi notunu ""Ba2""den ""B3""e düşürdü, daha fazla not indirimi için izlemede bıraktı.",Ekonomi
376,THY Melbourne seferlerine başladı,"Dünyada en fazla ülkeye uçan hava yolu şirketi Türk Hava Yolları (THY), İstanbul Havalimanı'ndan Singapur aktarmalı olarak Avustralya'nın Melbourne şehrine ilk uçuşunu gerçekleştirdi.",Ekonomi
