,Başlık,İçerik,Kategori
170,Bu hafta 7 film vizyona girecek,Türkiye'deki sinema salonlarında 2024 yılının ilk vizyon haftasında 5'i yerli 7 film izleyici ile buluşacak.,Kültür Sanat
171,Kitap derlemede Cumhuriyet tarihinin rekoru kırıldı,"Kültür ve Turizm Bakanı Mehmet Nuri Ersoy, geçen yıl 105 bin 978 kitap derlendiğini belirterek, ""Kitap derleme çalışmalarında Cumhuriyet tarihinin rekoruna imza atıldı"" dedi.",Kültür Sanat
172,TRT ortak yapımı ‘Tay 2: Ebabil Takımı’ filmi 12 Ocak'ta vizyona giriyor,"TRT ortak yapımı ‘Tay 2: Ebabil Takımı’ filmi vizyona girmek için gün sayıyor. 12 Ocak'ta seyirciyle buluşacak filmde, genç ve hırslı bir at olan Tay, Ebabil kuşlarıyla birlikte heyecan verici bir yolculuğa çıkacak.",Kültür Sanat
173,'Rafadan Tayfa: Hayrimatör' gişede lider oldu,"TRT’nin sevilen çizgi dizisi Rafadan Tayfa’nın kahramanları bir kez daha sinemaseverlerle buluştu. 29 Aralık’ta gösterime giren film, toplam 387 bin 583 kişi tarafından izlenerek vizyondaki ilk haftasına lider başladı. 'Rafadan Tayfa: Hayrimatör', 2024 yılının ilk gişe lideri oldu.",Kültür Sanat
174,"Türk edebiyatının ""Mona Roza""sı sessizliğini bozdu","Şair Sezai Karakoç'un adına Mona Roza şiirini yazdığı, Cemal Süreya'nın uğruna soyadından bir harf eksilttiği 94 yaşındaki Muazzez Akkaya, ""Bana yazılan şiirleri zaman içinde ne yazık ki kaybettim, buna gerçekten üzülüyorum, keşke saklasaydım"" dedi.",Kültür Sanat
175,Milli Saraylar 7 milyonun üzerinde turist ağırladı,Milli Saraylar Başkanlığına bağlı tarihi yapıtları 2023'te 7 milyondan fazla turist ziyaret etti. En çok ziyaret edilen yapıtlardan Topkapı Sarayı 2023'te 3 milyon 474 bin 760 kişiyi ağırlarken Dolmabahçe Sarayı'na 1 milyon 421 bin 55 turist geldi.,Kültür Sanat
176,2023 yılında 3 bin 59 eser evine döndü,"Kültür ve Turizm Bakanı Mehmet Nuri Ersoy, 2023 yılında 3 bin 59 eserin ait olduğu topraklara kavuşturulduğunu belirterek, 2024 yılında da çalınan eserlerin iadesi için çalışmalarına aynı kararlılıkla sürdüreceklerini belirtti.",Kültür Sanat
177,Üniversite yerleşkesinde Paleolitik döneme ait 8 bin eser bulundu,Gaziantep Üniversitesi yerleşkesindeki fıstık bahçesinde yapılan yüzey araştırmaları sırasında tespit edilen Paleolitik döneme ait 8 bin 200 eser sergilenmek için hazırlanıyor.,Kültür Sanat
178,İshak Paşa Sarayı geçen yıl 213 bin ziyaretçi ağırladı,"Ağrı'nın Doğubayazıt ilçesinde bulunan ve UNESCO'nun Dünya Miras Geçici Listesi'nde yer alan Osmanlı yadigarı tarihi İshak Paşa Sarayı, 2023'te 213 bin yerli ve yabancı ziyaretçi ağırladı.",Kültür Sanat
179,Gazzeli çocuklar yaşadıkları acıları çizdikleri resimlerle anlattı,"İletişim Başkanlığı'nın hazırladığı ""Kurşun Geçirmez Düşler: Gazzeli Çocuk Ressamlar"" sergisi, İstanbul Taksim'de ziyaretçilerini ağırlıyor. Sergi, çocukların gözünden Gazze'deki vahşeti anlatıyor.",Kültür Sanat
180,"Erdoğan'dan ""2023 Necip Fazıl Ödülleri""ni kazananlara tebrik mesajı","Cumhurbaşkanı Recep Tayyip Erdoğan, bu yıl onuncusu düzenlenen ""2023 Necip Fazıl Ödülleri""ni kazananları ve organizasyonu gerçekleştirenleri yayımladığı mesajla tebrik etti.",Kültür Sanat
181,Bakan Ersoy: Necip Fazıl'ın sözleri bize rehberlik edecek,"Kültür ve Turizm Bakanı Mehmet Nuri Ersoy, bu yıl onuncusunu düzenlenen Necip Fazıl Ödülleri töreninde konuştu. Ersoy konuşmasında, Necip Fazıl Kısakürek'in vatan sevgisine vurgu yaptı; ""Aydınlık bir yarın için adımlarımızı atarken sözleri bize rehberlik edecektir"" dedi.",Kültür Sanat
182,Sinemada en çok izlenen 10 filmden 4'ü yerli,Yıl boyunca en çok izlenen 10 filmden 4'ü yerli yapım oldu.,Kültür Sanat
183,Bakan Alpaslan: Kütüphaneler için yatırımlarımız artarak devam edecek,"Kültür ve Turizm Bakan Yardımcısı Nadir Alpaslan, vatandaşların okuma ihtiyacını, kültür ihtiyacını gidermeye yönelik çalışmalarının devam ettiğini, bu alana yönelik yatırımlarının artarak süreceğini söyledi.",Kültür Sanat
184,Erzincan'daki 800 yıllık cami ibadete açılıyor,"Erzincan'ın Kemah ilçesindeki kalede yapılan kazılarda kalıntılarına rastlanan ve 800 yıllık olduğu tahmin edilen cami, tarihi kayıtlardan yola çıkılarak aslına uygun şekilde restore edildi. Caminin yakın zamanda ibadete açılması bekleniyor.",Kültür Sanat
185,Bakanlık sinema projelerine 145 milyon lira destek verdi,"Kültür ve Turizm Bakanlığı, bu yıl sinema projelerine 145 milyon lira destek sağladı.",Kültür Sanat
186,Bu hafta 7 film vizyona giriyor,Sinemada bu hafta 7 yeni film vizyona girecek. Bu filmlerin 2'si yerli 5'i yabancı filmler oluşturuyor.,Kültür Sanat
187,Geçmişten günümüze sinema tartışmaları,"İki ünlü yönetmen Zeki Demirkubuz ve Nuri Bilge Ceylan arasındaki tartışma, sinema dünyasının ve sosyal medyanın gündeminde. Aslında bu tür tartışmalara sinemaseverler çok da yabancı değil. İşte örnekler...",Kültür Sanat
188,İngiltere ile Yunanistan arasındaki heykel krizinde Atina'dan yeni teklif,"Yunanistan'ın Kültür Bakanı Lina Mendoni, antik heykellerin Atina'ya iade edilmesi durumunda British Museum'daki 'boşluğu dolduracak' başka eserler gönderme sözü verdi.",Kültür Sanat
189,2023'te kültür sanat dünyasının ünlü isimleri hayatını kaybetti,"Kültür sanat dünyasında aralında Burhan Çaçan, Nuri Sesigüzel, Özkan Uğur ve Erkin Koray'ın da aralarında bulunduğu birçok sanatçının vefatı sevenlerini yasa boğdu.",Kültür Sanat
190,İstiklal şairi: Mehmet Akif Ersoy,"İstiklal Marşı'nın şairi Mehmet Akif Ersoy, 87 yıl önce vefat etti. Vatan sevgisini ustalıkla işlediği eserleri ile yeni nesillere millet ve bağımsızlık sevgisini miras bıraktı.",Kültür Sanat
191,Bahçesine uçaklar park etmiş olan müze,"ODTÜ içinde bulunan Bilim ve Teknoloji Müzesi hem mimarisi hem de eser zenginliği ile öne çıkıyor. Bahçesinde uçaklar ve hangarında 24 adet klasik otomobil bulunan müze, dünya tarihinin de küçük bir simülasyonu gibi. Teknolojiye dair birçok eser burada sergileniyor.",Kültür Sanat
192,Asırlık filmler dijital ortamda arşivlendi,"Kültür ve Turizm Bakanlığı Sinema Genel Müdürlüğü, Türkiye'nin görüntü tarihini kolay ulaşılabilir hale getirdi. Bir asır önceden günümüze çekilmiş çok sayıda görüntü arşivlendi. Filmler restore edilerek dijital ortama aktarıldı. 'Film Mirasım' sayfası üzerinden izleyici ile buluşan filmlere sadece Türkiye'de değil yurt dışında da ilgi yoğun.",Kültür Sanat
193,Yüzlerce kıymetli eser müzayedeye çıkıyor,"Çeşitli dönemlere ait yüzlerce eser, ""Osmanlı-Karma Sanat Eserleri Müzayedesi""nde satılacak.",Kültür Sanat
194,2021'de 3059 eser Türkiye'ye getirildi,"Kültür ve Turizm Bakanlığı'na bağlı Kaçakçılıkla Mücadele Dairesi, bu yıl 3 bin 59 eserin yurt dışından Türkiye'ye getirilmesini sağladı. 21 yılda yurt dışından getirilen toplam eser sayısı 12 bin 119'a yükseldi.",Kültür Sanat
195,"Madama Butterfly operası, prömiyer öncesi sanatsever öğrenciler için perdelerini açtı","Ankara Devlet Opera ve Balesi (ADOB), Giacomo Puccini'nin ölümsüz eseri Madama Butterfly operasının yarın yapılacak prömiyeri öncesinde, öğrencileri genel provada ağırladı ve ilk yorumları genç sanatseverlerden aldı.",Kültür Sanat
196,Grammy adayı Türk besteci: Esin Aydıngöz,"Dünya çapında yoğun ilgi gören “Wednesday” dizisinde yayınlanan “Paint It Black” parçasının düzenlemesini yapan Esin Aydıngöz, 66. Grammy Ödülleri'ne aday gösterildi. 4 Şubat'ta yapılacak törenin öncesinde Aydıngöz ile buluşup Grammy'e uzanan hikayesini ve yaşadığı heyecanı konuştuk.",Kültür Sanat
197,Bakan Ersoy: Türkiye turizm ülkeleri arasındaki sıralamada konumunu yükseltti,"Kültür ve Turizm Bakanı Mehmet Nuri Ersoy, ""Uygulanan doğru stratejiler ile turizm sektörü krizlere daha dayanıklı hale geldi. Her geçen yıl kırılan rekorlarla Türkiye turizm ülkeleri arasındaki sıralamada konumunu yükseltti"" dedi.",Kültür Sanat
198,Sinemalarda bu hafta,"Sinema salonlarında bu hafta beşi yerli, 8 film vizyona girecek.",Kültür Sanat
199,Galata Kulesi'nde restorasyon çalışmaları devam ediyor,Dünyanın en eski kuleleri arasında sayılan ve İstanbul'un sembollerinden biri olan Galata Kulesi'nin külahında restorasyon çalışmaları yapılıyor.,Kültür Sanat
200,"Sanat dünyası ""Gazze İçin Ben de Oradayım"" konserinde buluştu","""Gazze İçin Ben de Oradayım"" konseri, Türkiye ve dünyadan birçok sanatçının katılımıyla Atatürk Kültür Merkezi'nde (AKM) gerçekleştirildi.",Kültür Sanat
201,Edebiyat yarışması severler için TRT Bil Bakalım’dan özel etkinlik,"Edebiyat yarışması oynamak isteyenler için sınırlı süreyle açılan “Türk Edebiyatı” etkinliği; eserler, yazarlar, şairler ve şiirler hakkında pek çok sorusu ile kullanıcıların beğenisine sunuldu.",Kültür Sanat
202,Turistlerin uğrak mekanı Göreme İngiliz belgeselcileri ağırlıyor,"Kapadokya'yı ziyaret eden yılda yaklaşık 4 milyon turistin uğrak mekanı konumundaki peribacalarıyla kaplı 2 bin 84 nüfuslu belde, nüfusunun iki bin katı konuk ağırlamasıyla biliniyor.",Kültür Sanat
203,'Film Mirasım' bir yılda 977 filmi erişime açtı,"Kültür ve Turizm Bakanlığınca bir yıl önce erişime açılan ""filmmirasim.ktb.gov.tr"" adresinde farklı kategorilerde 977 film yayımlandı.",Kültür Sanat
204,Çektikleri filmle dünyaya açılan öğretmenler yeni yeteneklerin peşinde,"Bingöl'de çektikleri üç kısa film ile ulusal ve uluslararası yarışmalarda ödül alan öğretmenler, sinemaya yeni yetenekler kazandırmak için öğrencilere gönüllü eğitim veriyor.",Kültür Sanat
205,Manisa'da 1900 yıllık antik yol gün yüzüne çıktı,Manisa'da 2 bin 700 yıllık geçmişe dayanan Aigai Antik Kenti'nde 3 yıllık çalışmanın ardından 'Athena Caddesi' ismi verilen antik yoldaki kazı çalışmaları tamamlandı. Çalışmaların ardından 800 metre uzunluğundaki 1900 yıllık antik yol ortaya çıkarıldı.,Kültür Sanat
206,"Milli Eğitim Bakanı Tekin, ""Cumhuriyet'e Doğru"" tiyatro oyununu izledi","Milli Eğitim Bakanı Yusuf Tekin, Cumhuriyet'in 100. yılı kutlamaları kapsamında hazırlanan ""Cumhuriyet'e Doğru"" tiyatro oyununun İstanbul gösterimini Zorlu PSM'de izledi.",Kültür Sanat
207,Diyanet İşleri Başkanı Erbaş: Hat sanatında gördüğümüz eserlerin pek çoğu Kur'an'dan ayetleri ihtiva ediyor,"Diyanet İşleri Başkanı Prof. Dr. Ali Erbaş, ""Hat sanatında gördüğümüz eserlerin pek çoğu Kur'an'dan ayetleri ihtiva ediyor. O açıdan Kur'an-ı Kerim'in nüzulü, tilaveti, hıfzı, ezberlenmesi nasıl mucize ise işte yazılması da onun mucizevi özelliklerinden birisidir"" dedi.",Kültür Sanat
208,Muğla kazılarının önemli ismi Prof. Dr. Adnan Diler hayatını kaybetti,"Muğla'da uzun yıllar birçok arkeolojik kazıya başkanlık yapan Muğla Sıtkı Koçman Üniversitesi Edebiyat Fakültesi Arkeoloji Bölümü'nden emekli 67 yaşındaki Prof. Dr. Adnan Diler, İstanbul'da tedavi gördüğü hastanede yaşamını yitirdi.",Kültür Sanat
209,Zerzevan Kalesi'nde 1800 yıllık ameliyat aletleri bulundu,"Diyarbakır'ın Çınar ilçesindeki Zerzevan Kalesi'nde yürütülen kazılarda, Mithras dinine ait yer altı tapınağının yakınında 1800 yıllık ameliyat aletleri bulundu.",Kültür Sanat
210,TRT ortak yapımı “Nefes - Yer Eksi İki” haftanın en iyi açılış yapan filmi oldu,"TRT ortak yapımı “Nefes - Yer Eksi İki” filmi geçtiğimiz cuma itibarıyla tüm Türkiye ve Avrupa’da 11 ülkede, toplam 500’e yakın sinema salonunda yerini aldı. Sarsıcı hikayesi, övgü toplayan oyunculuk performansları ve anlatımıyla Mehmetçiklere saygı duruşunda bulunan “Nefes - Yer Eksi İki”, haftanın en iyi açılış yapan filmi oldu.",Kültür Sanat
211,14. TRT Uluslararası Belgesel Ödülleri sahiplerini buldu,"Bu yıl 14’üncüsü düzenlenen “TRT Uluslararası Belgesel Ödülleri” sahiplerini buldu. Dünyanın farklı ülkelerinden finale kalan 32 yapımdan 12'si ödüle layık görüldü. Dereceye girenlere ödüllerini İletişim Başkanı Fahrettin Altun, TRT Genel Müdürü Mehmet Zahid Sobacı ile TRT yönetimi takdim etti.",Kültür Sanat
212,Müzisyen Büşra Kayıkçı yeni albümünün konserinde dinleyicileriyle bir araya geldi,"Besteci ve piyanist Büşra Kayıkçı, ""Places"" adlı yeni albümünün tanıtım konserini Salon İKSV'de gerçekleştirdi.",Kültür Sanat
213,TBMM Başkanı Kurtulmuş ile Kültür ve Turizm Bakanı Ersoy Şebiarus duasına katıldı,"TBMM Başkanı Numan Kurtulmuş ile Kültür ve Turizm Bakanı Mehmet Nuri Ersoy, Mevlana Müzesi'nde Şebiarus duasına katıldı.",Kültür Sanat
214,600 yıllık Gazi Mihal Bey Hamamı restore edilecek,Edirne'de Kapıkule Sınır Kapısı yolu üzerinde bulunan Gazi Mihal Bey Hamamı restore edilecek.,Kültür Sanat
215,Divriği Ulu Camii'nin geçici koruma çatısı kaldırılmaya başlandı,"Birleşmiş Milletler Eğitim, Bilim ve Kültür Örgütünün (UNESCO) ""Dünya Kültür Mirası Listesi""nde yer alan Divriği Ulu Camii ve Darüşşifası'nın, restorasyonu sürecinde doğa olaylarından olumsuz etkilenmemesi için çelik konstrüksiyondan yapılan geçici çatının kaldırılması işlemine başlandı.",Kültür Sanat
216,Trabzon'da 112 ressamın eserleri sergileniyor,"Trabzon'da, ""49. Trabzon Sanatçıları Geleneksel Plastik Sanatlar Sergisi"" sanatseverlerin beğenisine sunuldu.",Kültür Sanat
217,Astronomi ve matematiğin kutbu: Ali Kuşçu,"Osmanlı İmparatorluğu'nda matematik ve astronomi alanındaki çalışmalara canlılık kazandıran Türk astronom, matematikçi ve dil bilimci Ali Kuşçu, vefatının 549. yılında yad ediliyor.",Kültür Sanat
218,"TRT Uluslararası Belgesel Ödülleri'nin ikinci gününde ""Gazze Gerçekleri"" paneli düzenlendi","TRT Uluslararası Belgesel Ödülleri' nin ikinci gününde küresel olaylar tartışıldı. ""Gazze Gerçekleri"" panelinde alanında uzman isimler medya ve belgeselciliği anlattı. Belgesel yapımlarla ilgili atölye çalışmaları gerçekleştirildi. 32 projenin finale kaldığı etkinlikte ödüller 17 Aralık'ta düzenlenecek geceyle sahiplerini bulacak.",Kültür Sanat
219,Türk tarihinde ilk kez bir Göktürk kağanının yüzünün olduğu bir toka bulundu,Kazakistan'da Batı Göktürk dönemine ait bir külliye ve yeni eserler tespit edildi. Bu eşyalar arasında ise tarihte ilk kez bir Göktürk kağanının yüzünün tasvir edildiği bir kemer tokaya ulaşıldı. Kazı çalışmalarını yapan ve bulguları tespit eden Kazak arkeolog Prof. Dr. Zainolla Samashev detayları ilk kez TRT Haber’e anlattı.,Kültür Sanat
220,Antalya Gazeteciler Cemiyeti'nden TRT'ye 3 ödül,"Antalya Gazeteciler Cemiyeti'nin 2023 yılı basın ödülleri sahiplerini buldu. 'Bal Avcıları' haberini görüntüleyen TRT Haber kameramanları Erdinç Kızılgedik ve Kadir Kurucan, ""En iyi haber görüntüsü"" ödülünün sahibi oldu. TRT Antalya Radyosu'ndan Serkan Ersöz de yılın radyocusu seçildi.",Kültür Sanat
221,"Tunca Nehri kenarındaki 5,5 asırlık caminin restorasyonu gelecek ay başlayacak",Edirne'de 545 yıllık Evliya Kasımpaşa Camisi restore edilecek.,Kültür Sanat
222,Ünlü senarist ve yönetmen Ragıp Yılmaz Atadeniz son yolculuğuna uğurlandı,"Akciğer yetmezliği nedeniyle yaşamını yitiren ünlü senarist ve yönetmen Ragıp Yılmaz Atadeniz, kılınan cenaze namazının ardından son yolculuğuna uğurlandı.",Kültür Sanat
223,Mardin'deki kazılarda 1500 yıllık Anadolu leoparı kemikleri bulundu,"Mardin'in Kızıltepe ilçesinde Roma dönemine ait ""villa kalıntısı""nda deniz canlıları figürlü mozaiklerin bulunduğu bölgede yürütülen kazıda, bir kaya mezarda Anadolu leoparına (Anadolu parsı) ait 1500 yıllık çene kemikleri bulundu.",Kültür Sanat
224,Ordu'da restore edilen tarihi Selimiye Konak ziyarete açıldı,"Ordu'nun Altınordu ilçesinde restore edilen tarihi Selimiye Konak, halkın ziyaretine açıldı.",Kültür Sanat
225,Sinemalarda bu hafta,"Sinema salonlarında bu hafta üçü yerli, 7 film vizyona girecek. TRT ortak yapımı ""Nefes-Yer Eksi İki"", 1993 yılında Güneydoğu Anadolu Bölgesi’nde yaşanmış gerçek hikayeleri beyaz perdeye taşıyacak.",Kültür Sanat
226,14'üncü TRT Uluslararası Belgesel Ödülleri festivali bugün başlıyor,"TRT'nin düzenlediği 14'üncü Uluslararası Belgesel Ödülleri festivali bugün başlıyor. Bu yıl 100 ülkeden bine yakın başvurunun yapıldığı festivalde 32 finalist ödül için yarışacak. Etkinliğin teması ise Cumhuriyetin 100'üncü yılından ilhamla 'Köklü izler, güçlü hikayeler' olarak belirlendi.",Kültür Sanat
227,İngiliz akademisyen: 3 bin 800 yıllık mezardaki bulgular Türklerin kültürünü oluşturuyor,"Kazakistan’da 3 bin 800 yıllık Türk altıgen kurganı keşfedilmiş, bu kurgana ilişkin detayları ilk kez TRT Haber duyurmuştu. Cambridge Üniversitesi’nden Dr. Rebecca Roberts, Kırküngir kurganı ve kaya resimleri TRT Haber’de değerlendirdi: Mezardaki bulgular Türklerin kültürünü oluşturuyor...",Kültür Sanat
228,"Bakan Göktaş: Dizi yapımcılarıyla ""aile"" gündemli toplantıda buluşacağız","Aile ve Sosyal Hizmetler Bakanı Mahinur Özdemir Göktaş, bazı dizilerin aile yapısını olumsuz etkilediği söylemlere ilişkin, ""RTÜK ile ailenin korunması ve güçlendirilmesine yönelik gerçekleştirdiğimiz işbirliği kapsamında dizi yapımcıları ile bir araya geleceğiz. Akademisyenlerin de katılacağı toplantıda hassasiyetlerimizi ele alacağız"" dedi.",Kültür Sanat
229,TRT ortak yapımı “Nefes-Yer Eksi İki” filmi 15 Aralık'ta vizyona girecek,Terörle mücadele eden kahramanların gerçek hikayesi bir kez daha beyaz perdeye taşındı. Türk sinemasında yeni bir Mehmetçik destanının yazılacağı TRT ortak yapımı “Nefes-Yer Eksi İki” filmi vizyona girmek için gün sayıyor. Merakla beklenen filmin ilk gösterimi İstanbul’da yapıldı. 'Nefes: Yer Eksi İki' filmi 15 Aralıkta sinemalarda olacak.,Kültür Sanat
230,Kolezyum yakınlarında Roma döneminden kalma konut keşfedildi,"İtalya'nın başkenti Roma'daki tarihi Kolezyum yakınlarında, Antik Roma döneminden kalma, içinde mozaik de olan özel bir konutun keşfedildiği bildirildi.",Kültür Sanat
231,Devlet sanatçısı Prof. Dr. Nevzat Atlığ son yolculuğuna uğurlandı,"Türk müziğine çok önemli katkıları bulunan koro şefi, ses sanatçısı ve müzik araştırmacısı Prof. Dr. Nevzat Atlığ, son yolculuğuna uğurlandı.",Kültür Sanat
232,Amasra'ya gelen turist sayısı 2 milyonu aştı,"""Sesamos"" adıyla milattan önce 12. yüzyılda Fenikelilerin kıyılar boyunca oluşturduğu kolonilerle kurulan, Helenistik, Roma, Bizans, Ceneviz, Selçuklu ve Osmanlı dönemlerine ait çok sayıda eserin bulunduğu Amasra; güneş, kum ve deniz üçlüsüne eklediği kültürel değerleriyle turist çekiyor.",Kültür Sanat
233,Perre Antik Kenti'ndeki kazılarda oda ve tuğla mezarlar ortaya çıktı,"Kommagene Uygarlığı'nın 5 büyük kenti olan Adıyaman'daki antik kentte bu yıl yürütülen kazı çalışmalarında ortaya çıkan 3 oda mezar ile kiremitten yapılma 15 mezarda bronz aynalar, yumruk şeklinde kabartma, kolye, kukla ayağı, kandil ile çeşitli sikkeler bulundu.",Kültür Sanat
234,Bakan Ersoy'dan Devlet Sanatçısı Prof. Dr. Atlığ için taziye mesajı,"Kültür ve Turizm Bakanı Mehmet Nuri Ersoy, hayatını kaybeden Devlet Sanatçısı Prof. Dr. Nevzat Atlığ için başsağlığı mesajı yayımladı.",Kültür Sanat
235,Devlet sanatçısı Prof. Dr. Nevzat Atlığ vefat etti,"Türk müziğine çok önemli katkıları olan koro şefi, ses sanatçısı ve müzik araştırmacısı Prof. Dr. Nevzat Atlığ, 98 yaşında hayatını kaybetti.",Kültür Sanat
236,"Türkiye'nin dünya barışı çabasını anlatan ""Anahtarlar"" filmi TRT World Forum'da izletildi","Türkiye'nin, farklı coğrafyalarda dünya barışı için gösterdiği çabanın konu edildiği ""Anahtarlar"" adlı kısa film, ilk kez TRT World Forum 2023'te izletildi.",Kültür Sanat
237,Hatay'ın su altı mağarası dalış tutkunlarını ağırlıyor,"Hatay'ın Yayladağ ilçesinde 2017 yılında keşfedilen su altı mağarası, özellikle kapalı alan dalışı sevenleri muazzam bir yolculuğa çıkarıyor.",Kültür Sanat
238,Yunan adaları turlarında yüzde 50'lik artış bekleniyor,"Türk turizmciler, Cumhurbaşkanı Recep Tayyip Erdoğan'ın Yunanistan ziyaretinde görüştüğü Yunan Başbakan Kiryakos Miçotakis'in açıkladığı, ""Türk turistlere Yunan adalarında bir hafta vize muafiyeti"" kararını olumlu karşılarken, bu yaz Yunan adaları turlarında yüzde 50'ye varan artış öngörülüyor.",Kültür Sanat
239,TRT Radyo dinleyicileri “Çaba” ile buluşmaya hazırlanıyor,"TRT Radyo Dairesi Başkanlığı tarafından hazırlanan “Çaba” isimli radyo tiyatrosu oyununun kayıtları, TRT Ayazağa Stüdyoları’nda tamamlandı.",Kültür Sanat
240,Kültür ve Turizm Bakanlığı Özel Ödülleri sahiplerini buldu,"Kültür ve Turizm Bakanlığınca 44 yıldır düzenli olarak verilen Kültür ve Turizm Bakanlığı Özel Ödülleri'nin bu yılki sahipleri; Anadolu El Sanatlarını Yaşatma ve Geliştirme Derneği (Anelsander), İbrahim Alimoğlu Müzik Müzesi ve Sadberk Hanım Müzesi oldu.",Kültür Sanat
241,Bursa'da 98 yıl aradan sonra ilk Şeb-i Arus töreni,"Bursa Büyükşehir Belediyesince restore edilerek açılan Bursa Mevlevihanesi'nde 98 yıl aradan sonra, Mevlana Celaleddin-i Rumi'nin vefatının 750'nci yılında Şeb-i Arus töreni gerçekleştirildi.",Kültür Sanat
242,Türk tarihinde bir ilk: 3 bin 800 yıllık altıgen kurgan bulundu,"Kazakistan'da Türk tarihini değiştirebilecek yeni bir keşfe daha imza atıldı. Kazak arkeologlar, Doğu Kazakistan’da 3 bin 800 yıl önce inşa edilmiş olan altıgen biçiminde bir kurgan buldu. Kurganın giriş sütunlarında deve ve at ile beraber 20 kaya resmi tespit edildi. Kazı Başkanı Ulan Umitkaliyev detayları ilk kez TRT Haber ile paylaştı.",Kültür Sanat
243,Osmanlı kıyafetleri İstanbul'da meraklılarıyla buluştu,"""Osmanlı Halk Kıyafetleri"" sergisi, 20 etnik grubun kıyafet ve yaşam objeleriyle, farklı coğrafya ve kültürlerin yansımalarını bir araya getirdi.",Kültür Sanat
244,6 film vizyona girecek,"Sinema salonlarında bu hafta komediden drama, animasyondan korkuya, ikisi yerli, 6 film vizyona girecek.",Kültür Sanat
245,"""Dans Eden Musa"" heykeli yaklaşık 22 asır sonra gün yüzüne çıkarıldı","Antik Dönem mitolojisinin ilham perilerinden ""Dans Eden Musa (Mousa)"" heykeli, Muğla'nın Stratonikeia Antik Kenti'nde 2 bin 175 yıl sonra yeniden gün ışığına kavuştu.",Kültür Sanat
246,Harbiye Askeri Müzesi'nde Cumhuriyetin 100. yılına özel sergi,"İstanbul Harbiye Askeri Müzesi'nde düzenlenen Cumhuriyetin 100. Yılı Sergisinde, Milli Mücadele döneminden onlarca eşya yer alıyor. Tarihin izlerini taşıyan sergide, Mustafa Kemal Atatürk'e, İzmir'in düşman işgalinden kurtarılmasından sonra halkın hediye ettiği hatıra sancağı da bulunuyor.",Kültür Sanat
247,Somut Olmayan Kültürel Mirası Listesi'ne Türkiye'nin 4 unsuru daha kaydedildi,"Dışişleri Bakanlığı, Birleşmiş Milletler Eğitim, Bilim ve Kültür Örgütünün (UNESCO) İnsanlığın Somut Olmayan Kültürel Mirası Temsili Listesi'ne ""Tezhip Sanatı"", ""İftar ve İftar ile İlgili Sosyo-Kültürel Gelenekler"", ""Mey/Balaban Zanaatkarlığı ve İcrası"" ve ""Sedef Kakma Sanatı"" başlıklı çok uluslu dosyaların kaydedildiğini duyurdu.",Kültür Sanat
248,ASELSAN çocuklara uzay hayali aşılayacak,"ASELSAN tarafından, çocukların bilim, teknoloji ve uzay alanındaki gelişmeleri eğlenceli şekilde öğrenmesini ve deneyimlemesini amaçlayan ""Tekno Macera"" platformu bu kez ""Bir Uzay Hayali"" tiyatro oyunuyla 10 Aralık'ta başkentte çocuklara ulaşacak.",Kültür Sanat
249,"Türk kahvesi, Roma'da tanıtıldı","Türk kahvesi, 5 Aralık Dünya Türk Kahvesi Günü dolayısıyla İtalya'nın başkenti Roma'daki Yunus Emre Enstitüsü (YEE) merkezinde tanıtıldı.",Kültür Sanat
250,Anadolu kökenli 41 eser ABD'den Türkiye'ye dönüyor,Türkiye'den yasa dışı yollarla çıkarılmış Anadolu kökenli 41 tarihi eser ABD'den doğdukları topraklara dönüyor.,Kültür Sanat
251,Helenapolis Antik Kenti merkezi tespiti için jeoradar çalışması başlatıldı,Roma İmparatoru I. Konstantin'in annesinin adını verdiği ve milattan sonra 4. yüzyıl sonrasına tarihlendirilen Helenapolis Antik Kenti'nin merkezi jeoradar ile ortaya çıkarılacak.,Kültür Sanat
252,İstanbul'da 11. yüzyıldan kalma bina üç dönemin izlerini taşıyor,"Sultanahmet'te, kentin üç döneminin mimari özelliklerini bünyesinde barındıran tarihi bina dikkat çekiyor.",Kültür Sanat
253,Van Gölü'nün çekilmesiyle Selçuklu mezar taşları ortaya çıktı,Yağışların azalması ve aşırı buharlaşma sonucu seviyesi düşen Van Gölü'nün kıyı kesimlerinde ortaya çıkan Selçuklu dönemine ait tarihi mezar taşları koruma altına alındı.,Kültür Sanat
254,Hasankeyf'teki tarihi mağaralar turizme kazandırılacak,Batman'ın Hasankeyf ilçesinde bulunan tarihi yerleşkedeki binlerce yıllık mağaraların turizme kazandırılması için çalışma başlatıldı.,Kültür Sanat
255,Şebiarus için biletlerin yüzde 70'e yakını satıldı,Hazreti Mevlana'nın 750. Vuslat Yıl Dönümü Uluslararası Anma Törenleri kapsamında yapılacak sema programlarının biletleri yoğun ilgi görüyor.,Kültür Sanat
256,Coğrafya bilgi yarışması oynamak isteyenlere TRT Bil Bakalım’dan özel etkinlik,"Bilgi yarışması denilince ilk akla gelen mobil uygulama TRT Bil Bakalım, coğrafya severlerin en kaliteli sorularla yarıştığı “Şehir-Ülke” etkinliği ile eğlenirken öğrenme imkanı sunmaya devam ediyor.",Kültür Sanat
