,Başlık,İçerik,Kategori
86,Dünya Bankasından Türkiye'de elektrik iletimine 750 milyon dolar finansman hazırlığı,"Dünya Bankası Türkiye Ülke Direktörü Humberto Lopez, Türkiye'de elektrik iletim alanında 750 milyon doları bulabilecek yeni bir finansman operasyonu hazırlıklarına başladıklarını söyledi.",Çevre
87,Devasa buz dağının hareketi gelecek yıllardaki iklim krizinin göstergesi olabilir,"Son yıllarda takip edilmiş ve kayıt altına alınmış en büyük buz dağı olan A23a, 30 yılı aşkın süre sonra hareket etti.",Çevre
88,"Yok olma noktasına gelen kuş cenneti, yağışlı havayla yeniden canlandı","Türkiye’nin en uzun sahilinin sıfır noktasında bulunan ve yaz aylarında yok olma noktasına gelen Hatay’ın Samandağ ilçesindeki Mileyha Sulak Alanı, son günlerde etkili olan yağış nedeniyle suyla kaplanarak yeniden kuşların akınına uğradı.",Çevre
89,"İklim müzakerelerinde sağlanan katkı, hedeflenen büyüklüğün henüz yüzde 1'i bile değil","İklim krizinin giderek artan etkilerinin gelişmekte olan ülkelerde yarattığı hasarı tazmin etmek için oluşturulan Kayıp Zarar Fonu'na ülkelerin taahhüdü 600 milyon dolara ulaşırken, bu rakam ilk etapta fon için hedeflenen 100 milyar dolar büyüklüğün yüzde 1'ini dahi oluşturmuyor.",Çevre
90,Tarım arazilerinde 'mikroplastik' tehlikesi: 1 kilogram topraktan 300 parça çıktı,"Ankara Üniversitesi Ziraat Fakültesi'nin çalışması ile tarım arazilerinde bulunan mikroplastik oranı tespit edildi. 9 ilden alınan toprak numunelerinde yapılan inceleme sonucunda Akdeniz’de 1 kilo toprakta 300, Ege'de 180, Marmara'da ise 160 parça plastik tespit edildi.",Çevre
91,Avrupa'da derinleşen kuraklık birçok sektörü tehdit ediyor,"Uzmanlar, Avrupa'da iklim değişikliği nedeniyle yağışlarda meydana gelecek düşüşün kuraklığa yol açmasıyla tarımsal üretim, sulama ve enerjide sorunlar yaşanabileceğini düşünüyor.",Çevre
92,"Bir günlük yağış, yağmur suyu hasadı yapılsa 100 günlük suya dönüşebilir","İstanbul Teknik Üniversitesi (İTÜ) Uçak ve Uzay Bilimleri Fakültesi Meteoroloji Mühendisliği Bölümü Öğretim Üyesi Prof. Dr. Hüseyin Toros, çarşamba günü İstanbul'a düşen yağış miktarının kentin 100 günlük suyuna denk geldiğini, yağmur suyu hasadı yapılmadığı için bunun elde edilemediğini söyledi.",Çevre
93,"Emine Erdoğan'dan ""Ulusal Su Kurulu"" paylaşımı","Emine Erdoğan, Ulusal Su Kurulu'na ilişkin ""Kurulun etkin ve etkili çalışmaları doğrultusunda inanıyorum ki ülkemizde su verimliliği konusunda önemli adımlar atılacak"" açıklamasını yaptı.",Çevre
94,Türkiye kalıcı kuraklığa sürükleniyor: Su kıtlığına gidiyoruz,Türkiye'de 2023 su yılı yağış miktarı normal değerlere göre yüzde 6 düşerken uzmanlar yağışların azalmasıyla meteorolojik kuraklık tehdidinin büyüdüğü ve Türkiye'nin 4'te 3'ünün kalıcı kuraklığa sürüklendiği uyarısında bulunuyor.,Çevre
95,El Nino fırtına getirdi: Etkisini ne zaman kaybedecek?,"Türkiye’nin özellikle kıyı bölgelerinde günlerdir şiddetli rüzgarlar hakim. Denizin kabarmasına ve dev dalgalar oluşmasına neden olan fırtınanın, cuma gününe kadar etkisini sürdürmesi bekleniyor. Bu denli kuvvetli fırtınanın oluşmasına El Nino hava akımı ve denizlerdeki ısı yüksekliğinin yol açtığı belirtiliyor.",Çevre
96,Kaptan Cousteau’nun torunundan Sıfır Atık Projesi'ne övgü,"Fransız deniz araştırmacısı Jacques-Yves Cousteau'nun torunu, su savunucusu ve Ocean 2050 organizasyonu kurucusu Alexandra Cousteau, Cumhurbaşkanı Recep Tayyip Erdoğan'ın eşi Emine Erdoğan’ın, Sıfır Atık Projesi ile diğer ülkelerin takip edeceği bir model oluşturduğunu söyledi.",Çevre
97,Dünyanın en büyük buzdağı 30 yıl sonra hareket etti,"Dünyanın en büyük buzdağı, 30 yılı aşkın süredir okyanus tabanına sıkışıp kaldıktan sonra hareket halinde.",Çevre
98,"DSÖ, iklim değişikliğiyle mücadelede ""sağlığın öncelenmesi"" çağrısı yaptı","Dünya Sağlık Örgütü (DSÖ), Birleşmiş Milletler İklim Değişikliği Çerçeve Sözleşmesi 28. Taraflar Konferansı (COP28) öncesinde iklim değişikliğiyle mücadeledeki ulusal planlarda sağlığın öncelenmesi ve bunların merkezinde yer alması gerektiğini belirtti.",Çevre
99,Marmara Denizi'ndeki fırtına ekosistemin umudu pinalara da zarar verdi,"Marmara Denizi'nde geçen hafta sonunda etkili olan fırtına nedeniyle ölen midye çeşidi pinalardan bazıları, Balıkesir'in Erdek ilçesinde kıyıya vurdu.",Çevre
100,İklim Şeffaflığı Raporu: ABD petrol ve gaza en bağımlı G20 ülkesi,"Dünya petrol ve gaz tüketiminin yüzde 75'inden sorumlu G20 ülkeleri arasında ABD'nin, üretim, tüketim ve planlanan genişleme yatırımları açısından bu kaynaklara en bağımlı ülke olduğu tespit edildi.",Çevre
101,"İklim teknolojileri, iklim değişikliğine dayanıklılığı destekliyor","Türkiye Teknoloji Geliştirme Vakfı Genel Sekreter Danışmanı Dr. Serdar Gökpınar, enerji sistemlerinin elektrifikasyonu, yenilenebilir kaynaklar, karbon yakalama ve hidrojen enerjisi gibi alanlarda geliştirilen iklim teknolojilerinin, iklim değişikliğine karşı uyum ve dayanıklılığı artırdığını kaydetti.",Çevre
102,Marmara'da ekim ayı yağışları uzun yıllar ortalamasına göre yüzde 52 azaldı,"Marmara Bölgesi'nde ekim ayı yağışları, uzun yıllar (1991-2020) ortalamasına göre yüzde 52 düştü.",Çevre
103,Rüzgar enerjisi dev adımlarla büyüyor,"Yenilenebilir enerji kaynaklarından rüzgara büyük çaplı yatırımlar yapılıyor. Ancak küçük bir türbinle kurulacak sistem sayesinde, ev ve küçük işletmelerde ihtiyaç duyulan elektriği rüzgardan elde etmek mümkün. Özellikle Marmara, Ege, Akdeniz ve Karadeniz'de çevreci bir çözüm olarak rüzgar enerjisinden yararlanılabilir.",Çevre
104,Küresel ısınmanın insan sağlığı üzerindeki etkileri tehlikeli boyutlarda,"Küresel sıcaklık artışının 2050'ye kadar devam etmesi halinde dünyada sıcaklığa bağlı ölümlerin 4,7 kat artma riski bulunurken, bilim insanları iklim değişikliğiyle mücadele konusunda daha fazla gecikme nedeniyle insan sağlığına yönelik tehditlerin ciddi boyutlara ulaşabileceği uyarısını yaptı.",Çevre
105,Bayburt'ta çorak araziyi 3 bin ağaçlı ormana dönüştürdü,"Bayburt'ta 77 yaşındaki emekli doktor Arslan Özkan, çorak arazisine 49 yılda 3 bin ağaç dikerek ormana dönüştürmeyi başardı.",Çevre
106,Kentleşmeyle artan bitki körlüğü biyoçeşitlilik farkındalığını engelliyor,"Uzmanlar, insanların biyolojik çeşitlilik konusundaki farkındalıklarını engelleyen bitki körlüğünün kentleşmeyle birlikte arttığını, şehirlerdeki botanik bahçelerinin bu farkındalığı artırma konusunda önemli alanlar olduğunu ifade ediyor.",Çevre
107,Milli Ağaçlandırma Günü’nde 5 milyon 2023 fidan toprakla buluşuyor,"Türkiye, 2019’dan itibaren 11 Kasım’ı Milli Ağaçlandırma Günü olarak kutluyor. Bu yıl da Cumhuriyet’in 100’üncü yılı nedeniyle 100’lerin ön planda olduğu organizasyonlar yapılacak. Yıl sonuna kadar toprakla buluşturulan fidan sayısı, 21 yılda 7 milyarı bulacak.",Çevre
108,"Brezilya Amazonlarında, 11 ayda ormansızlaştırma yüzde 22,3 azaldı","Brezilya'da Amazon yağmur ormanlarında yasa dışı ağaç kesimi ve orman tahribatı, Ağustos 2022 ile Temmuz 2023 arasında yüzde 22,3 oranında azaldı.",Çevre
109,"Dünya, en sıcak 12 aylık dönemi yaşadı","Dünya, Kasım 2022-Ekim 2023 döneminde, küresel sıcaklık artışının sanayi öncesi ortalamanın 1,32 derece üzerine çıkmasıyla kayıtlardaki en sıcak 12 aylık dönemini yaşadı. Yaklaşık 7,8 milyar insan, bu dönemde ortalamanın üzerinde sıcaklığa maruz kaldı.",Çevre
110,İstanbul’da “susuz kış” kapıda: Beklenen yağış ne zaman gelecek?,"Kurak mevsim ve her geçen gün kuruma noktasına gelen barajlar… 16 milyona yakın nüfusu olan İstanbul, susuz kalma tehlikesi ile karşı karşıya. Uzun süreli kar ve yağmur yağışlarının bu kış mevsiminde de görülmeyeceğini öngören uzmanlar, su tasarrufu konusunda seferberlik ilan edilmesi gerektiğini söylüyor.",Çevre
111,Copernicus İklim Değişikliği Servisi: 2023 kaydedilen en sıcak yıl olabilir,"Avrupa Birliği'nin (AB) finanse ettiği Copernicus İklim Değişikliği Servisi (C3S), 2023'ün kayıtlara geçen en sıcak yıl olabileceğini belirtti.",Çevre
112,Kocabaş Çayı'ndaki balık ölümlerine inceleme,Çanakkale'nin Çan ilçesinden geçen Kocabaş Çayı'nda balık ölümleri görülmesi üzerine inceleme başlatıldı.,Çevre
113,Tekirdağ sahilinde kırmızı yosun birikti,Tekirdağ'ın Süleymanpaşa ilçesinde lodos nedeniyle sahilin bir kısmında kırmızı yosun birikintisi oluştu.,Çevre
114,Bitmeyen yaz nedeniyle su sıkıntısı büyüyor,İklim değişikliği ve El Nino etkisiyle küresel sıcaklık ortalamalarında rekor değerler kaydedilirken uzmanlar İstanbul'un baraj havzalarındaki sıkıntının artacağı ve kar yağmaması durumunda sorunun büyüyeceği uyarısı yaptı.,Çevre
115,Savaş ve çatışmalar biyoçeşitliliği tehdit ediyor,"Biyoçeşitlilik açısından zengin bölgelerin yaklaşık 3'te 2'si son 60 yılda savaş ve çatışmalara sahne oldu. Uzmanlar, bazı türlerin kaybedilmesinin geri dönülemez sonuçlara yol açabileceği uyarısında bulunuyor.",Çevre
116,Yerli hava kirliliği sensörleri ile yüksek çözünürlükte ölçüm yapılabilecek,"""Hava Kirliliği Ölçümü İçin Floresans Tabanlı Gaz Sensörü Mimarisinin Geliştirilmesi"" projesiyle hava kirliliği ölçümünde kullanılan sensörlerin yerli ve milli imkanlarla, daha uygun maliyetle geliştirilmesi, sayılarının artırılması ve daha yüksek çözünürlükte veri elde edilmesi hedefleniyor.",Çevre
117,"Bakan Özhaseki: Sıfır Atık Projesi'yle 45,5 milyon ton çöpü ayrıştırdık","Çevre, Şehircilik ve İklim Değişikliği Bakanı Mehmet Özhaseki, Sıfır Atık Projesi'yle 45,5 milyon ton çöpü ayrıştırdıklarını belirterek, ""Eğer biz ayrıştırmasaydık hepsi tabiata bir zehir olarak karşımızda duracaktı. Sadece bunlardan elde ettiğimiz gelir ise 4 milyar dolar."" dedi.",Çevre
118,BM Sıfır Atık Danışma Kurulu yarın İstanbul'da toplanacak,Cumhurbaşkanı Erdoğan'ın eşi Emine Erdoğan'ın başkanlığını yürüttüğü Birleşmiş Milletler Sıfır Atık Danışma Kurulu'nun üyeleri ilk yüz yüze toplantıları için yarın İstanbul'da bir araya gelecek.,Çevre
119,Ormanlar atmosferdeki karbon emisyonunu azaltıyor,"İstanbul Üniversitesi Cerrahpaşa Orman Fakültesi Öğretim Üyesi Prof. Dr. Ender Makineci, orman ekosistemlerinin atmosferdeki karbon emisyonunu azaltmada önemli rol oynadığını söyledi.",Çevre
120,İstanbul'da barajlardaki su seviyesi yüzde 20'nin altına düştü,Yağışların azalmasıyla birlikte İstanbul'a su sağlayan barajlardaki doluluk oranı bugün itibarıyla yüzde 20'nin altına gerileyerek son 16 yılın aynı dönemine göre en düşük seviyeye indi.,Çevre
121,Meksika'nın meşhur plajı 'Kategori 5' kasırgasına hazırlanıyor,"ABD Ulusal Kasırga Merkezi'nin açıklamasına göre Otis kasırgası ünlü Acapulco sahil beldelerinin yakınlarına ulaştı. Kasırga ""yıkıcı hasara"" yol açma potansiyeli taşıyor.",Çevre
122,Mikroplastik riski olmayan yenilebilir bitki çayı poşeti geliştirildi,"Sivas Cumhuriyet Üniversitesi akademisyenlerince geliştirilen TÜBİTAK destekli projeyle, meyve-sebze kabuklarından, yenilebilir poşetiyle suda eriyen bitki çayı elde edildi.",Çevre
123,Türkiye ağaçlandırmada Avrupa'nın zirvesinde,"Birleşmiş Milletler Gıda ve Tarım Örgütünün (FAO) dünyada en çok ağaçlandırma yapan ülkeler sıralamasında Türkiye Avrupa'da ilk, dünyada ise 4. sırada yer alıyor.",Çevre
124,Türkiye’nin genetik hazinesi koruma altında,"Biyolojik çeşitlilik açısından dünyanın en zengin ülkeleri arasında yer alan Türkiye’de genetik miras korunuyor. Kardelen, zambak, yılan ve kelebekler kaçakçıların gözdesi olsa da 2007 - 2023 yılları arasında 86 biyokaçakçılık vakası engellendi.",Çevre
125,"Türkiye'nin ilk ""sıfır atık adası""","Bu adadan hiçbir atık çıkmıyor. Atıklar ayrıştırılarak geri dönüşümle ekonomiye kazandırılıyor. Balıkesir'in Marmara ilçesine bağlı Ekinlik Adası, Türkiye'nin ilk sıfır atık adası. Emine Erdoğan'ın himayesindeki ""sıfır atık"" projesi Marmara ve Avşa adalarında da hayata geçecek.",Çevre
126,Kuraklık denizlerdeki balık sayısını da etkiliyor,"İklim değişikliğiyle birlikte görülen sorunlardan biri de kuraklık. Bu durum sadece toprak verimliliğini düşürmekle, sel gibi felaketlere zemin hazırlamakla kalmıyor. Deniz canlılarının en önemli yiyecek kaynağı olan, nehirlerin denize döküldüğü deltalarda da verimi azaltıyor. Balıklar tüketecek gıda bulamıyor.",Çevre
127,İstilacı türler denizdeki yaşamı tehdit ediyor,"Ege Denizi'ndeki deniz çayırlarının son 10 yılda azaldı. Uzmanlar, bu azalmanın nedenlerinden birinin istilacı türler olduğunu söylüyor.",Çevre
128,Uşak’ta güneş enerji santrali açıldı,Uşak’ın Banaz ilçesinde kurulan Güneş Enerji Santrali törenle açıldı.,Çevre
129,Elektrikli araç şarjı için güneş alternatifi,Türkiye'de Togg ile birlikte hareketlenen elektrikli araç piyasası hem ülke içinde hem de dünyada giderek büyüyor. En öncelikli mesele ise şarj imkanı ve süresi. Doğru bir hesaplama ve yatırımla güneş enerjisi de ihtiyaç duyulan enerji ve şarj için alternatifler arasında.,Çevre
130,Temizlenen hayalet ağlar ile 2 milyon 750 bin balığın ölümü engellendi,"Tarım ve Orman Bakanlığı, 8 yılda 1 milyon metrekare ağ ve 40 bin sepet, algarna ve benzeri terkedilmiş av aracı temizledi. Temizlenen hayalet ağlar sayesinde 2 milyon 750 bin balık, kaplumbağa, kabuklu gibi sucul canlının ölmesi engellendi.",Çevre
131,Dünyada her yıl 10 milyar dolarlık e-atık geri dönüşüm yerine 'çöpe' gidiyor,"Dünyada her yıl kablolar, elektronik oyuncaklar veya elektronik sigara gibi aletlerin oluşturduğu 10 milyar dolar değerinde e-atık, geri dönüşüm yerine çöpe gidiyor.",Çevre
132,İklim felaketlerinin önüne geçmek karbon emisyonlarını azaltmakla mümkün,Son 30 yılda iklimle ilgili felaketlerin sayısının 3 katına çıktı. İklim değişikliğinin önüne geçebilmek için karbon emisyonlarını azaltmak artık bir seçenek değil zorunluluk haline geldi.,Çevre
133,"Türkiye'nin ilk ""Sıfır Atık Adası""nda her atık değer kazanıyor","Cumhurbaşkanı Recep Tayyip Erdoğan'ın eşi Emine Erdoğan'ın himayesinde başlatılan ""Sıfır Atık Projesi"" kapsamında, Türkiye'nin ilk ""Sıfır Atık Adası"" olarak yapılandırılan Ekinlik Adası'nda atıklar dönüştürülerek hem çevreye hem de ekonomiye kazandırılıyor.",Çevre
134,Bodrum’a su sağlayan barajlarda su bitti,Dünyaca ünlü turizm kenti Bodrum’un su ihtiyacını karşılayan Bodrum Mumcular ve Milas Geyik Barajı'nda su bitti.,Çevre
135,"Türkiye ve AB şehirleri, iklim değişikliği alanında ortak projeler geliştirecek","Avrupa Birliği (AB) ülkelerinden ve Türkiye'den şehirlerin, eşleşerek iklim değişikliği alanında imza atacağı 26 projenin açılışı yapıldı.",Çevre
136,"İspanya, 2022'de son 700 yılın en sıcak yazını yaşadı","İspanya'dan bilim insanları, geçen yıl ülkede son 700 yılın en sıcak yazının yaşandığını bildirdi.",Çevre
137,12. Türkiye Rüzgar Enerjisi Kongresi 7-8 Kasım'da İstanbul'da yapılacak,"Türkiye Rüzgar Enerjisi Birliği (TÜREB) tarafından düzenlenen Türkiye Rüzgar Enerjisi Kongresi (TÜREK), ""Rüzgarın Yüzyılı"" temasıyla 7-8 Kasım'da İstanbul'da gerçekleştirilecek.",Çevre
138,"Su seviyesi yüzde 80 düştü, ağaçlar ortaya çıktı",Tokat’ta tarımsal sulamada kullanılan Akın Göletinde su seviyesinin yaklaşık yüzde 80 oranında düşmesi sonucu ağaçların dalları su yüzeyine çıktı.,Çevre
139,"Hindistan'ın başkenti Yeni Delhi'de hava kirliliği ""düşük"" kategorisine ulaştı","Hindistan'ın başkenti Yeni Delhi'de hava kirliliği seviyesi ""düşük"" kategorisine gerilerken, hükümetin ""Aşamalı Mücadele Eylem Planı'nı (GRAP)"" devreye sokması bekleniyor.",Çevre
140,Bu kış nasıl geçecek? Kar yağışı ne zaman geliyor?,Hem sıcak hem de kurak geçen ilkbahar ve yaz aylarının ardından gözler şimdi sonbahar ve kışa çevrildi. Meteorolojik verileri değerlendiren uzmanlar bu yıl El Nino hava akımının etkili olduğuna dikkati çekiyor. Bu durumun Türkiye için yağış anlamına geldiği belirtiliyor. Peki ama ne zaman?,Çevre
141,Fukuşima Dai-içi Nükleer Santrali'ndeki atık suyun okyanusa boşaltılmasında ikinci evre başladı,Japonya'daki Fukuşima Dai-içi Nükleer Santrali'nde biriken radyoaktif özellikli işlenmiş atık suyun okyanusa boşaltılmasında ikinci evreye geçildi.,Çevre
142,İstanbul'un barajlarındaki su seviyesi sağanağın ardından yükseldi,"İstanbul'a su sağlayan barajlar 5 günlük sağanakta 17 milyon 700 bin metreküp su alırken, doluluk oranı da yüzde 23,49'a çıktı.",Çevre
143,"IMF, iklim yatırımları için daha fazla özel sektör finansmanına ihtiyaç duyulduğunu bildirdi","Uluslararası Para Fonu (IMF), yükselen piyasalar ve gelişmekte olan ekonomilerde, zorlu piyasa koşullarında sınırlı mali alan göz önüne alındığında, iklim değişikliğinin etkilerinin hafifletilmesine yönelik yatırımların finansmanında özel sektörün kilit bir rol oynaması gerekeceğine işaret etti.",Çevre
144,Fırat ve Dicle nehirlerindeki çoklu baskılar balık türlerini tehdit ediyor,"İklim değişikliği, aşırı su tüketimi, kirlilik ve istilacı türler gibi baskılar Fırat ve Dicle nehirlerindeki balık türlerinin neslini tehdit ediyor. Uzmanlar, bu nehirlerdeki balıklarda tespit edilen mikroplastik miktarının çok yüksek olduğunu belirtiyor.",Çevre
145,Marmara Gölü'nden geriye tabelalar ve hurdaya dönmüş tekneler kaldı,Manisa'da doğal ve beşeri nedenlerle kuruyan Marmara Gölü'nden geriye tabelalar ve hurdaya dönmüş balıkçı tekneleri kaldı.,Çevre
146,Karadeniz için kritik uyarı: Deniz suyu sıcaklıkları sel riski oluşturuyor,"2023 yazında seyreden yüksek kara sıcaklıkları denizleri de olumsuz etkiledi. Serin suyuyla bilinen Karadeniz de bundan nasibini aldı. Uzmanlara göre Karadeniz’de su sıcaklığının yüksek seyretmesi, sel ve taşkın gibi afetlere davetiye çıkarıyor.",Çevre
147,Pembe flamingoların göç yolundaki Sicumi Göleti çevre kirliliğinin tehdidi altında,"Tunus’ta artan çevre kirliliği, her yıl göç mevsiminde binlerce pembe flamingoya ev sahipliği yapan Sicumi Göleti'ni tehdit ediyor.",Çevre
148,"İngiltere'de tek kullanımlık plastik çatal, bıçak, tabak ve tepsi yasağı başlıyor","İngiltere'de tek kullanımlık çatal, kaçık, bıçak, tabak ve strafor tepsi kullanımına getirilen yasak Pazar günü (1 Ekim) uygulanmaya başlıyor.",Çevre
149,İsviçre'deki buzulların hacminde son 2 yılda yüzde 10 azalma görüldü,Son yılların en sıcak yazlarından birini yaşayan İsviçre'de buzulların hacminin son 2 yılda yüzde 10 azaldığı tespit edildi.,Çevre
150,Yıl başından bu yana 34 bin çevre denetimi gerçekleştirildi,"Bakan Özhaseki, ""425 adet Sürekli Atık Su İzleme İstasyonumuzla, atık su arıtma tesislerimizi 7/24 online takip ediyor; su kirliliğinin önüne geçiyoruz. 2023 yılı itibarıyla 34 bin 519 çevre denetimi gerçekleştirdik"" açıklamasını yaptı.",Çevre
151,Sıfır Atık 6 yılda tüm dünyaya yayıldı,"Emine Erdoğan tarafından başlatılan ""Sıfır Atık"" projesi, aradan geçen zamanda binlerce ton atığın geri dönüşüme kazandırılmasını sağlarken, BM tarafından desteklenen küresel bir politika haline geldi. 30 Mart artık dünyada ""Sıfır Atık Günü"" olarak kutlanıyor ve projeye ödüller gelmeye devam ediyor.",Çevre
152,Kuruyan gölde duvar kalıntıları ve mikrobiyalitler gün yüzüne çıktı,"Bitlis'in Adilcevaz ilçesi sınırlarında bulunan Arin Gölü'nde, kuraklık ve iklim değişikliği, duvar kalıntıları ile mikrobiyalitlerin ortaya çıkmasına neden oldu.",Çevre
153,Saka kuşlarını avlayan 2 şahıs suç üstü yakalandı: 73 bin TL ceza,"Mersin Erdemli'de çok sayıda saka kuşunu avlayan 2 şüpheli tespit edilip yakalandı. Yakalanan şüphelilere 73 bin 456 TL para cezası kesilirken, saka kuşları tekrar doğal ortamına salındı.",Çevre
154,Emine Erdoğan'ın öncülüğündeki 'Küresel Sıfır Atık Hareketine Doğru' etkinliği çevre projelerine ilham oldu,"Birleşmiş Milletler (BM) 78. Genel Kurulu'nun yan etkinliği olarak New York'ta Türkevi'nde Emine Erdoğan'ın öncülüğünde düzenlenen ""Küresel Sıfır Atık Hareketine Doğru"" etkinliği, ""Sıfır Atık"" konusunda çok sayıda çevre ve geri dönüşüm projelerine ilham kaynağı oldu.",Çevre
155,Ihlara Vadisi'ndeki bitki ve hayvan türleri kayıt altına alındı,"Çevre, Şehircilik ve İklim Değişikliği Bakanı Mehmet Özhaseki, Özel Çevre Koruma Bölgesi olan Ihlara Vadisi'nde yürütülen biyolojik çeşitlilik çalışmasıyla 84 kuş, 11 balık, 294 böcek ve 11 sürüngen türü ile 179 tohumlu, 11 tohumsuz bitki türünü tespit ettiklerini açıkladı.",Çevre
156,Kentler sele karşı taşkın ve yağmur suyu depolama alanlarıyla dirençli hale getirilebilir,"Samsun Ondokuz Mayıs Üniversitesi (OMÜ) Mimarlık Fakültesi Şehir ve Bölge Planlama Bölümü'nden Dr. Öğretim Üyesi Tuğçe Şanlı Katı, kentlerin sele karşı taşkın ve yağmur suyu depolama alanlarıyla dirençli hale getirilebileceğini söyledi.",Çevre
157,Dünya 1.5 derecelik küresel ısınma sınırını aşma yolunda,"Gezegenimiz, 1.5 derecelik küresel ısınma sınırına dayanma eğiliminde. Bu da ciddi iklim değişikliği tehditlerini artırabilir. Öyle ki bazı kurumlarca hazırlanan raporlar, bu tehdidin çok da uzak olmadığını gösteriyor. Sera gazı emisyonlarının hızla azaltılması ve sürdürülebilir enerjiye geçiş, sıcaklığı korumak için alınması gereken önlemlerden.",Çevre
158,Yüksek sıcaklıklar denizlerdeki ekosistemi tehdit ediyor,"Orta Doğu Teknik Üniversitesi (ODTÜ) Deniz Bilimleri Enstitüsü ve ODTÜ İklim Müdürü Prof. Dr. Barış Salihoğlu, Türkiye'yi çevreleyen denizlerde yüzey suyu sıcaklıklarının deniz ekosisteminde değişimlere neden olduğunu, iklime dirençli şehirler gibi iklime dirençli deniz ekosisteminin hayata geçirilmesi gerektiğini söyledi.",Çevre
159,Kayseri'deki katı atık depolama tesisi 140 milyon metreküp sera gazı salımını engelledi,Kayseri Büyükşehir Belediyesi tarafından kurulan Katı Atık Düzenli Depolama Tesisi sayesinde 7 yılda 140 milyon metreküp sera gazı salımı engellendi.,Çevre
160,Türkiye'nin 2030 iklim hedefleri için eylem planları hazır,"Çevre, Şehircilik ve İklim Değişikliği Bakanlığı İklim Değişikliği Başkanı Prof. Dr. Halil Hasar, 2023-2030 İklim Değişikliği Azaltım Eylem Planı'nın temel amacının 2030 yılına kadarki olağan senaryoya göre yüzde 41 sera gazı emisyonu azaltım hedefine ulaşmak olduğunu söyledi.",Çevre
161,"Emine Erdoğan, başkanlığını yaptığı BM Sıfır Atık Danışma Kurulu üyeleriyle bir araya geldi","Cumhurbaşkanı Recep Tayyip Erdoğan'ın eşi Emine Erdoğan, başkanlığını üstlendiği Birleşmiş Miletler (BM) Sıfır Atık Yüksek Düzeyli Şahsiyetler Danışma Kurulu üyeleri ile New York'ta düzenlenen yemekte bir araya geldi.",Çevre
162,İklim değişikliği kuşları da olumsuz etkiliyor,"Küresel ısınma sonucu etkisini hissettiğimiz iklim değişikliği sadece insan yaşamını etkilemekle kalmıyor, doğadaki dengeleri de değiştiriyor. Kuşlar da bu değişimden olumsuz etkilenen türlerin başında geliyor.",Çevre
163,Fransa'da kayak merkezi kar eksikliği nedeniyle kalıcı olarak kapandı,"Fransız Alpleri'ndeki bir kayak merkezi, küresel ısınmanın neden olduğu kar eksikliğinin kayak sezonunu sadece birkaç haftaya indirmesinin ardından kapılarını kalıcı olarak kapattı.",Çevre
164,"Antarktika'daki deniz buzu seviyesi, mevsimsel ortalamanın çok altında","Antarktika'dan alınan uydu verileri, bölgedeki deniz buzu seviyesinin, küresel ısınma nedeniyle mevsimsel ortalamanın çok altında olduğunu ortaya çıkardı.",Çevre
165,Küçük ada ülkeleri dava açtı: Su altında kalırlarsa sorumlu kim?,"Küçük ada ülkeleri, yüksek emisyon salımı yapan ülkelerle karşı karşıya geldi. Bu ülkelerin iklim değişikliği nedeniyle sorumluluklarının ne olduğu sorularını mahkemeye yöneltti. Mahkemenin konu hakkındaki görüşlerinin uluslararası hukuku şekillendireceğini belirten uzmanlar, davanın iddialı bir hukuki talep olduğunu söylüyor.",Çevre
166,Dünya Meteoroloji Örgütü: 1970-2021 yıllarında yaklaşık 12 bin aşırı iklim olayı rapor edildi,"Dünya Meteoroloji Örgütü (WMO), 1970-2021 yıllarında rapor edilen yaklaşık 12 bin aşırı iklim olayının 2 milyondan fazla kişinin ölümüne yol açtığını bildirdi.",Çevre
167,Türkiye sonbaharda yağış alacak mı?,Eylül ayı Türkiye genelinde kurak geçiyor. Ekim ve kasımda hasret kalınan yağışların görülmesi bekleniyor. Kış aylarının ise karlı geçeceği yönünde tahminler var.,Çevre
168,"AB, uçaklarda sürdürülebilir yakıt kullanımını artırıyor","Avrupa Parlamentosu (AP), Avrupa Birliği (AB) ülkelerindeki havacılık sektöründe sürdürülebilir yakıtların kullanımının aşamalı biçimde artırılması ve 2050'de yüzde 70'e yükseltilmesini onayladı.",Çevre
169,Almanya BM'nin açık denizlerde biyolojik çeşitliliğin korunması anlaşmasını imzalayacak,"Alman hükümeti, Birleşmiş Milletlerin (BM) açık denizlerde biyolojik çeşitliliğin korunması anlaşmasını imzalamayı kabul etti.",Çevre
170,G20'de Sıfır Atık vurgusu: Proje her geçen gün büyüyor,"Çevre, Şehircilik ve İklim Değişikliği Bakanı Özhaseki, G20 Liderler Zirvesi bildirgesinde ""Sıfır Atık girişimlerinin önemini vurgulama"" ibaresinin de yer aldığını açıkladı, ""Sıfır Atık, uluslararası anlamda değer taşıyan bir ilke olma yolunda emin adımlarla ilerliyor"" dedi.",Çevre
171,Libya'yı vuran fırtına Türkiye’de de görülebilir mi?,Daniel Fırtınası Libya'yı yıkıp geçti. Ardından meydana gelen selde şimdiye dek 3 bini aşkın kişinin hayatını kaybettiği açıklandı. Peki Türkiye’de de bu tip meteorolojik olaylar görülebilir mi? Uzmanlar kasırga değil ama “medicane” adı verilen fırtınaların görülebileceğini söylüyor.,Çevre
